rms,zcr,centroid,rolloff,bandwidth,flatness,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spec_mean_1,spec_mean_2,spec_mean_3,spec_mean_4,spec_mean_5,spec_mean_6,spec_mean_7,spec_mean_8,spec_mean_9,spec_mean_10,label
0.011010354,0.16463716947115384,3297.3829313876295,6343.7644606370195,2646.631928584409,0.11694902,0.6062367,0.5300421,0.4900799,0.47502288,0.49386713,0.4731818,0.4312504,0.5200912,0.6704992,0.7822245,0.74558574,0.67537874,0.0710905,0.14438032,0.15376146,0.11861961,0.12159021,0.117188744,0.1407623,0.19229992,0.18060775,0.19541158,1
0.006721987,0.13219275841346154,2836.6399066979975,5376.261080228365,2479.0780577723476,0.08741288,0.64591485,0.57978165,0.4796308,0.45521316,0.52480066,0.5748526,0.45644197,0.492271,0.5838315,0.6850415,0.8099667,0.7438452,0.0460226,0.0934057,0.12444826,0.111421205,0.13688932,0.14464425,0.11926861,0.14708821,0.17380029,0.14286444,1
0.008561869,0.15335036057692308,3180.9135711785684,6179.118276742788,2579.5590394818955,0.12648901,0.71888,0.6303045,0.53785735,0.5175217,0.49597514,0.49003243,0.4279223,0.4544595,0.5473217,0.6654073,0.7430813,0.7950777,0.10272319,0.21046469,0.2278627,0.16070873,0.159256,0.15083751,0.16835769,0.19495659,0.19891192,0.20987606,1
0.007638514,0.14365234375,3032.2156752034307,5757.812875600962,2368.7812742184574,0.22044219,0.62524015,0.5139281,0.4098238,0.41495714,0.422289,0.4188928,0.41459864,0.5068063,0.57207453,0.6798577,0.67573744,0.6666012,0.06548057,0.120489836,0.13516146,0.09612893,0.098730855,0.11527812,0.13401234,0.18517193,0.19918667,0.2687988,1
0.01047945,0.1267803485576923,3021.449810315545,5918.732158954327,2576.9315950123532,0.08738364,0.58233637,0.50625145,0.47224978,0.43406287,0.4443768,0.47694185,0.51924044,0.6018861,0.67055297,0.7124534,0.6764041,0.6720891,0.07339594,0.15229662,0.16928478,0.1376258,0.15188628,0.16361885,0.24220599,0.32675844,0.28369248,0.46923116,1
0.008714718,0.1384502704326923,3026.4259351044657,5877.653432992788,2495.5001060253285,0.16155788,0.67554986,0.5434284,0.42697135,0.41140524,0.4267699,0.43994582,0.43950176,0.47943878,0.52447236,0.6655529,0.70413375,0.6687454,0.09737714,0.18913531,0.20553488,0.14453611,0.13556294,0.115660176,0.14719108,0.20842275,0.18834811,0.2531241,1
0.009990753,0.12525165264423077,2656.6011078425336,5107.261681189904,2412.699152297267,0.07135343,0.70021886,0.6112447,0.4911143,0.41399738,0.37323338,0.37781933,0.41731423,0.528215,0.6049312,0.6286238,0.6236792,0.6751875,0.026254395,0.049273245,0.07548996,0.08104612,0.110984035,0.13598262,0.25139034,0.32765746,0.19452451,0.15020625,1
0.011141214,0.1407489483173077,3059.2536902803326,5897.198955829327,2542.8879758681087,0.112297125,0.735983,0.5840368,0.48692557,0.49369916,0.48672014,0.4442336,0.4538122,0.47444248,0.51710546,0.63546705,0.70035607,0.74098146,0.09495839,0.18840457,0.2060652,0.13324346,0.1335908,0.20388077,0.32180226,0.3642834,0.24967481,0.20561199,1
0.013785635,0.14113206129807693,3082.526497497968,5985.319448617788,2461.532600855967,0.18811576,0.6730358,0.61855346,0.47603005,0.37358645,0.34816822,0.34783173,0.3292557,0.32765377,0.40082657,0.5548985,0.6603673,0.7222607,0.02696848,0.052127976,0.09776602,0.09589033,0.10111268,0.24627031,0.29254213,0.30501083,0.298679,0.22454423,1
0.00972476,0.10008263221153846,2509.5947013617924,4813.74755859375,2317.336374814055,0.06928306,0.5976645,0.48712167,0.3600841,0.32182246,0.3384676,0.37014714,0.33254486,0.38542828,0.5753817,0.7333288,0.82075363,0.7406302,0.022270229,0.045769844,0.073063366,0.14630611,0.24964426,0.4207988,0.44731277,0.44806758,0.46572265,0.7139881,1
0.010522404,0.13404822716346154,2813.8234272559193,5272.4876051682695,2454.2024753924798,0.07123785,0.675333,0.57977575,0.45512435,0.45000583,0.45569658,0.51833165,0.4647894,0.49179515,0.60878944,0.6664864,0.7013378,0.7050805,0.024443174,0.05295446,0.07752245,0.08013165,0.12737067,0.1675275,0.1562206,0.22787346,0.26750547,0.2416333,1
0.014112121,0.15819561298076923,3260.4662202611853,6223.261343149038,2609.004237930842,0.103015214,0.74904865,0.70074296,0.5068003,0.39811313,0.38925144,0.3763567,0.3648071,0.43205,0.5312576,0.6669947,0.75596124,0.752021,0.035945058,0.07055904,0.09790847,0.09328803,0.10796407,0.1514553,0.28447956,0.44772163,0.2884612,0.24767046,1
0.0118992375,0.17232572115384615,3520.9006855187813,6593.715256911058,2564.95115799857,0.20904672,0.68610674,0.5974251,0.43670273,0.39871645,0.35929635,0.3605152,0.3664425,0.4596285,0.5784844,0.6673063,0.71544755,0.7239789,0.03033034,0.075845,0.12047598,0.11418296,0.10971776,0.12523161,0.17099877,0.221752,0.18011597,0.1919299,1
0.0071185096,0.127587890625,2922.2373851300003,5623.561636117788,2554.5126205868355,0.096650876,0.75071347,0.6156504,0.50807697,0.46017465,0.41256136,0.41571838,0.45353603,0.48462886,0.53382283,0.6171733,0.75631344,0.7866993,0.02361698,0.048910875,0.06464397,0.0606324,0.09085921,0.12341575,0.15675218,0.19597813,0.14833818,0.11209853,1
0.023142345,0.24373873197115384,3255.173745539102,5684.931265024038,2110.782935805981,0.1371443,0.66739464,0.4935714,0.349988,0.28630802,0.27625668,0.31465143,0.40305975,0.50462776,0.48991525,0.5437278,0.6373089,0.69550407,0.13134795,0.085799776,0.03315879,0.0423671,0.049828522,0.07717021,0.1400857,0.22518624,0.25734156,0.24891965,2
0.024081536,0.2477801983173077,3343.2613288561274,6084.20654296875,2309.0325173043975,0.058476776,0.6627733,0.53788805,0.36557293,0.31674373,0.33271623,0.39603823,0.48466337,0.52531415,0.5159571,0.5403726,0.6065714,0.6927456,0.20415166,0.15747651,0.10496315,0.11152574,0.12564926,0.17076974,0.27185553,0.38661438,0.5394989,0.5454591,2
0.020836001,0.2153057391826923,2991.6057808926566,5326.403432992788,2004.120067046873,0.18530542,0.5930954,0.48569232,0.34912896,0.2531588,0.2501385,0.28342956,0.33930147,0.4169302,0.4529546,0.47865507,0.61324674,0.67814434,0.12704475,0.082451224,0.037697796,0.043898582,0.057280503,0.119964585,0.28047767,0.38830093,0.32363525,0.25349826,2
0.022335146,0.23736478365384617,3160.4144168776897,5619.420635516827,2109.854992589899,0.13484466,0.60568535,0.5268774,0.45962274,0.3157934,0.29311833,0.32000825,0.38055044,0.4392185,0.48753828,0.5316608,0.60245645,0.66396755,0.14098261,0.093434244,0.040201485,0.04394421,0.053162113,0.09219225,0.155125,0.2354925,0.22914472,0.23043662,2
0.022640014,0.2146484375,3008.9033144488285,5472.332294170673,2115.063149052683,0.12437345,0.616719,0.5083591,0.3863668,0.28708595,0.30702922,0.3575213,0.41943073,0.445951,0.439393,0.48776114,0.63290995,0.6582726,0.17477588,0.13422343,0.08596134,0.095507406,0.10752916,0.1461154,0.20183636,0.29527327,0.36950806,0.3353095,2
0.02052074,0.219775390625,3067.3504605520952,5535.0270432692305,2108.387528629263,0.12905708,0.5675185,0.46225902,0.39064792,0.30183902,0.30068168,0.3406256,0.4023591,0.5028499,0.53287154,0.5173084,0.60999596,0.6581106,0.12727149,0.08505315,0.036974557,0.04408476,0.0518457,0.080383554,0.15056327,0.23757859,0.24316199,0.2232654,2
0.021043075,0.208740234375,3067.776087457141,5544.7169846754805,2208.4436532185046,0.08563146,0.61652523,0.64469886,0.56680036,0.38694337,0.32188404,0.33496428,0.42304274,0.5248909,0.5341921,0.5109033,0.5933648,0.6162971,0.14736433,0.09724072,0.04198673,0.04974566,0.05629412,0.10047691,0.16756201,0.2734585,0.34409106,0.3301922,2
0.023705414,0.25176908052884617,3354.2502405097,6051.658278245192,2305.547412303397,0.06320561,0.5990044,0.5184504,0.3896101,0.3441324,0.3437157,0.38903472,0.49482945,0.558945,0.57557285,0.6522819,0.8364629,0.75917745,0.17425507,0.13038829,0.07110234,0.06915475,0.07482197,0.10712853,0.17248426,0.27594426,0.29767346,0.28779888,2
0.02295661,0.22710712139423078,3046.8596100925747,5501.981858473558,2023.905779807686,0.18221503,0.6638713,0.528554,0.4462752,0.3015087,0.24798048,0.27179947,0.333735,0.3837408,0.40755337,0.4004991,0.45431745,0.6310301,0.11847276,0.08345384,0.03459282,0.03519775,0.044878934,0.09090074,0.16334401,0.23779055,0.3288963,0.3157614,2
0.021765076,0.2336162860576923,3234.2347236345154,5900.760216346154,2178.171965848154,0.1338146,0.60644454,0.47834682,0.4042233,0.28400964,0.2773263,0.29786396,0.33704945,0.43406537,0.4911644,0.50101376,0.6571294,0.7277533,0.14371397,0.09681639,0.044236284,0.05205667,0.06250102,0.10291822,0.17115246,0.28875616,0.33040866,0.28151292,2
0.026592512,0.27247220552884616,3641.532092680384,6339.4578200120195,2303.580567675845,0.06501825,0.6948837,0.55813646,0.5073032,0.360034,0.27352646,0.2560589,0.29858708,0.41033393,0.50179857,0.5545984,0.6821603,0.7908547,0.1489284,0.09837113,0.042457428,0.052392263,0.06494767,0.11285717,0.1869467,0.28171343,0.31007782,0.30021015,2
0.020497484,0.231591796875,3222.5712917634933,5848.086688701923,2273.013634365281,0.053311866,0.5911438,0.5309039,0.3815701,0.29387864,0.3164555,0.35660607,0.44548053,0.50344336,0.51471686,0.6296552,0.73866796,0.67272025,0.16432934,0.09892471,0.04024535,0.04217351,0.053267457,0.10081473,0.20525607,0.33059648,0.35533318,0.2964716,2
0.019787498,0.21080603966346154,3077.154524210851,5587.120830829327,2229.3151015955077,0.081577525,0.654997,0.5401535,0.45338947,0.34501263,0.29271674,0.33645383,0.41942742,0.49960545,0.5394663,0.5602284,0.6126497,0.7208005,0.1579831,0.101352334,0.04585703,0.052028444,0.06362406,0.12969263,0.2753371,0.41992143,0.42880136,0.3601856,2
0.021900514,0.23268103966346154,3222.033984456863,5739.178372896635,2259.571661341329,0.052623197,0.66616,0.6448072,0.57639015,0.41117617,0.33408636,0.34759313,0.3935514,0.4927436,0.52801657,0.55324566,0.5715127,0.676492,0.17600991,0.122464634,0.06643105,0.06996063,0.07967271,0.12944806,0.31844366,0.5153571,0.45054957,0.36809444,2
0.02093019,0.22239708533653846,3163.254308666988,5642.113318810096,2134.405603953879,0.13768369,0.64583796,0.6435692,0.5075955,0.319956,0.26432493,0.27337113,0.33692133,0.38724226,0.43139306,0.47648394,0.56753457,0.6644557,0.1390687,0.096597046,0.049255595,0.052087527,0.06569141,0.10934729,0.21739538,0.3044029,0.3348091,0.32797137,2
