mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,rms_mean,rms_var,zcr_mean,zcr_var,centroid_mean,centroid_var,rolloff_mean,rolloff_var,entropy,num_peaks,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,mfcc_6_var,mfcc_7_var,mfcc_8_var,mfcc_9_var,mfcc_10_var,mfcc_11_var,mfcc_12_var,mfcc_13_var,rms_mean_var,rms_var_var,zcr_mean_var,zcr_var_var,centroid_mean_var,centroid_var_var,rolloff_mean_var,rolloff_var_var,entropy_var,num_peaks_var,label
-212.77176920572916,5.437497456868489,-50.236979166666664,25.672072728474934,-25.258246739705402,21.06984011332194,-14.624364773432413,16.33608865737915,-12.611512104670206,16.149566809336346,-27.919824600219727,20.04085922241211,-2.1653247078259787,0.029232494222621124,0.00014950870172469877,0.31830512152777785,0.004330812658302087,4219.90641434872,85314.37589163678,7025.406901041667,76865.7390276591,5.9558664957682295,1.0,689.82756959753,144.33352550341525,13.115263563773219,5.265187408888678,26.778381467271377,28.002922778423653,40.02153583646307,12.535315659662274,15.33226422872731,9.25068496615174,7.0263075944919064,22.038431309562537,4.779454680155552,5.439980971776219e-05,9.69579086219246e-10,0.00043359116762263294,2.1610345777027207e-06,31927.872039219146,4911486302.498463,19041.680627399022,4133160935.6035137,0.0630611303732975,0.3333333333333333,1.0
-221.4097442626953,4.950168450673421,-38.87692737579346,31.817018508911133,-33.26017761230469,6.163930455843608,-8.881787776947021,20.779067357381184,-2.6245649556318917,17.02510913213094,-33.99134063720703,9.864068150520325,-9.016407012939453,0.029453303044040997,0.00021255408986083543,0.2979329427083333,0.004516925340817298,4244.09336211403,148482.83415165852,6942.0654296875,203465.32662709555,5.839076598485311,1.1666666666666667,543.1546600043463,64.04174854834527,40.28157725108243,91.8191035514222,31.005917944211735,51.081959926046636,15.826792724477855,15.07550195131949,10.613517591861482,9.603476118098241,20.41841913447327,18.174544341659267,1.1477003413519924,2.9912139285610434e-05,1.2482011127468419e-08,0.0003531339727802045,1.299165751943865e-06,8298.474735980228,11349366058.495588,5506.42470518748,9350569305.73989,0.12392317644832296,0.13888888888888887,1.0
-207.54120890299478,4.650978793700536,-42.433006286621094,31.98943265279134,-24.420013745625813,28.820590655008953,-5.124643445014954,18.548667112986248,-8.036255915959677,18.931399981180828,-30.17828623453776,18.189987659454346,-2.6104209621747336,0.03231059728811184,0.00025828137950156815,0.32099066840277773,0.0043357468436284324,4282.208316485748,57553.7426834142,6984.733072916667,112371.03958924611,5.759871085484822,1.1666666666666667,566.6730676138669,85.50979586372968,25.45697865305313,27.659030966282035,11.885935320371473,16.484028408132165,14.948898372057664,2.220799815025025,8.213531082496079,7.943064754746856,5.006997928204832,2.0768686822623295,4.908584346456974,5.1100432459524214e-05,1.314619618092835e-08,0.00021806052682821653,9.391509817319831e-07,5597.550034436955,351805104.010153,4983.434412214491,3162694907.545736,0.1074060645984913,0.47222222222222215,1.0
-206.01486206054688,11.439185897509256,-37.428111712137856,33.70742607116699,-25.784290154774983,26.259467124938965,-11.942809263865152,17.513713041941326,-7.058114230632782,19.11074447631836,-29.390947977701824,16.732603708902996,-3.7196636553077647,0.03415307650963465,0.00022871373342544152,0.31840458622685186,0.007195452113210418,4229.379226966969,323566.6450045887,6852.34375,476837.87047863007,5.757053375244141,1.6666666666666667,899.2988023690414,214.32346925008173,22.422023283674715,47.85286522538687,69.1738899501065,13.829607924583192,23.927083403335747,20.234878202457796,18.611281401264065,4.76929317385293,4.898952257167871,10.882889393656315,6.091872231179539,0.00015823975434783364,1.8624450892033577e-08,0.0009690090625537926,2.1578933994075764e-05,97591.38455151406,275029909494.8842,157039.72160816193,663556456836.6969,0.07256409524446401,0.22222222222222224,1.0
-221.73623046875,0.965806519985199,-45.343892669677736,33.944670867919925,-24.399472808837892,22.313125610351562,-14.295737075805665,17.088039207458497,-14.42988395690918,17.558582305908203,-30.530175399780273,19.607451820373534,-4.523480844497681,0.031830665096640585,0.00026890504623224845,0.33626302083333337,0.005016474076259283,4356.577155760341,69155.2454810428,7074.375,85339.23125267029,5.872433662414551,1.4,910.8494021181575,8.14191906481404,15.622993609848198,72.6289361005614,32.15333107446845,7.301586764158856,9.018876020238675,9.550667611238314,10.519053366623485,7.215739958926861,15.516358946341786,28.64884713025298,3.2404208948277393,8.375683265726465e-05,2.802948190988362e-08,3.5435476420838126e-05,1.0613137667423353e-06,4061.476290282722,345893876.28419894,5224.458360671997,2009405532.4607568,0.020216483517651797,0.24,1.0
-215.21305629185267,8.0520726782935,-38.414785385131836,33.67407717023577,-24.850455692836217,24.625176293509348,-8.368879969630923,16.555536133902415,-10.32259920665196,17.578922544206893,-28.80752808707101,16.611905642918178,-3.6941887949194228,0.029744777562362806,0.00025603138887423223,0.3028196304563492,0.004937478894699608,4286.59404534114,89517.45091538907,7033.837890625,83720.60775756836,5.831625257219587,1.2857142857142858,771.5093310562779,63.67723269757262,66.92061614942524,64.64787946677811,42.60456552927095,13.671209200698916,22.25020834940735,13.264678794991317,3.664362889702446,7.3831701887358605,14.031964021413415,20.54435225318174,6.662863557752504,6.143899145119238e-05,1.9619482299305805e-08,0.0003687993619327251,8.257519927512947e-07,28844.80599112452,4023346958.8003535,38983.66093635559,2559177596.0276866,0.048355595853851754,0.20408163265306126,1.0
-214.2099325997489,20.073377438953944,-30.274518694196427,39.49031775338309,-21.76230185372489,24.915990829467773,-6.739106101649148,20.61887332371303,-14.713724885668073,14.722951071602958,-28.118656703404017,16.469890458243235,-2.2402162551879883,0.026927131494241103,0.00016978346463604664,0.2677641369047619,0.005096245484797833,4102.877217950672,125624.50110746184,6932.32421875,91564.71252441406,5.94648586000715,1.1428571428571428,244.8375468418021,159.26130816101752,55.807052477724866,25.374830646675,9.37424176889151,21.840883450221945,15.081214305424936,22.762262635657915,26.145299542375653,15.056146944388258,4.041927143098515,15.44829307262273,29.696410933846177,4.2182433620934214e-05,6.195683075795181e-09,0.001895325824817323,3.555998683903149e-06,44752.73957492372,5530519119.258891,18811.0613822937,1149247405.2511227,0.01759609276325359,0.40816326530612246,1.0
-242.7339153289795,14.762661672313698,-33.11992883682251,37.34451246261597,-16.81320583820343,25.200565338134766,-6.874912530183792,14.812112927436829,-10.419645458459854,18.16263246536255,-26.364895820617676,14.87256520986557,-1.6521709933876991,0.027135112206451595,0.00010745349800345139,0.2851155598958333,0.004309989787914134,3952.441178391689,42249.45181705192,6444.708251953125,243834.2460989952,5.512028872966766,1.5,5006.575610336349,1722.9810774384162,636.1793390100754,108.70265875851396,100.02430099683906,46.54735773186894,40.50979503906725,14.323041287790701,25.000665864201224,13.756681165008331,65.71038352464166,17.842386159044757,28.0168919096157,5.682872324874254e-05,8.162107081450481e-09,0.010746479586318686,3.823687516370146e-06,1110968.7861707436,202836987.1585797,1978165.454827249,166423350146.63364,1.2360055109638175,0.25,1.0
-212.19935389927454,2.7643758228846957,-39.7037546975272,40.81925800868443,-15.23702359199524,24.875883647373744,-16.513842037745885,12.803644452776227,-9.562529802322388,20.241119384765625,-26.545550210135325,13.28389344896589,-6.9917585509163995,0.03007833393556731,0.0001751365824540179,0.31787884424603174,0.005296166401481293,4320.369137914026,59160.35334570498,7020.6787109375,141419.18301582336,6.06900337764195,1.4285714285714286,571.2370232669921,67.62936413715462,87.5939227474097,9.252274723057706,133.62045811395814,23.04061788024796,5.847483828906493,35.745717640730675,16.003398343793656,15.944872283157435,6.001457320221542,15.130089972325791,1.7941958443490915,6.305606465809007e-05,1.9284632171407753e-08,0.00022082053674922278,5.169090985719538e-06,23698.193415249836,2182253927.5039616,65739.64715003967,11686100216.346914,0.027366825663379207,0.24489795918367346,1.0
-216.5212118966239,13.187652621950422,-38.78461265563965,34.43910598754883,-18.60231331416539,24.016902106148855,-10.831843376159668,16.710269383021764,-11.770452295030866,19.19357054574149,-25.644066401890345,14.521521295819964,-4.663082421890327,0.030470593433294977,0.0003156038416948702,0.3018663194444445,0.006306642367516035,4129.520580298261,421229.4538248517,6833.88671875,784185.1794719696,5.764968940189907,1.2857142857142858,421.3191533156158,419.42865285148685,103.5122212137368,70.97347969264021,92.35649426113943,10.993302146216964,16.015482490245308,20.02531685299589,10.821756550193372,7.616746605828889,19.877163075951845,16.748653806630294,9.759637195417083,3.855063128861166e-05,4.923382982639975e-08,0.003332669562553393,2.092231091933984e-05,137282.28993610348,677844186120.426,289018.64767074585,2857133720172.106,0.37921826685393106,0.20408163265306126,1.0
