mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms,zcr,centroid,num_onsets,mean_interval,label
-308.63644,43.992897,-23.879934,28.2363,-24.536182,21.50722,-3.3913975,22.124601,-10.998128,17.177576,-24.337866,12.576406,-3.4005764,0.019248469,0.23812191611842104,3395.506005203352,12,0.18575963718820862,1
-246.38123,22.523735,-38.715816,27.968119,-29.700508,25.952112,-3.7852783,20.986197,-13.253676,16.873909,-29.175318,15.414433,-5.100297,0.024071189,0.31157483552631576,4025.4057760036458,13,0.16447467876039307,1
-260.53366,28.136862,-30.238379,33.63873,-22.574432,24.671936,-9.247154,18.056055,-9.574647,15.937271,-26.864311,14.8506565,-4.2350087,0.024199741,0.30743215460526313,3869.7221312780584,13,0.17221466364323504,1
-271.30392,27.886667,-32.637394,27.606432,-30.644497,23.41966,-4.084763,19.615358,-11.689583,19.202488,-27.388872,12.520202,-5.0994473,0.022466643,0.2832596628289474,3818.6668678040382,13,0.15866969009826154,1
-249.98303,27.715427,-29.304007,37.649506,-27.216213,25.302277,-6.759728,21.597143,-15.1024065,18.393366,-30.867868,9.779753,-8.507929,0.024108524,0.29005448190789473,4018.7840212481806,12,0.18575963718820862,1
-253.58954,32.976345,-22.01017,34.39429,-26.068628,26.213507,-8.169105,18.897066,-15.843428,11.862635,-31.291113,7.3366847,-12.617162,0.024256289,0.23413856907894737,3770.6135140559018,14,0.15539508110936684,1
-365.24347,23.507427,-22.11309,26.871847,-21.447384,18.452852,-3.6494389,14.842936,-12.387554,13.484997,-27.068487,9.07444,-6.296659,0.017492814,0.2298828125,3257.47572573334,13,0.14125472411186699,1
-240.23952,51.638847,-14.42684,40.922745,-26.293215,24.041199,-10.441968,16.646734,-15.997787,11.159665,-34.324554,7.791409,-9.927025,0.02637235,0.2129368832236842,3531.917857371311,11,0.18575963718820862,1
-266.50717,19.068304,-30.09569,26.838144,-29.95037,23.212763,-7.935257,19.04762,-11.268441,17.40374,-26.598808,10.484381,-4.5226455,0.024188897,0.31487458881578945,3988.466261428809,13,0.156734693877551,1
-401.22427,74.73295,-20.442455,-8.813408,-5.291872,16.905106,9.750896,13.711066,3.389593,0.29707164,-5.3470545,2.5055795,-0.7835464,0.012451064,0.12099609375,2795.1123013122246,10,0.2296195515243134,1
-364.9977,53.286015,-24.668814,0.68416893,-17.192034,12.08012,11.86931,16.026558,-0.048320062,8.309632,-10.383013,0.26398933,-2.4308152,0.012401465,0.15480571546052632,3261.209956876106,9,0.2467120181405896,1
-294.72708,15.940843,-26.01385,-8.559381,-25.759457,5.5366483,17.00056,25.66384,5.8348737,12.862294,-14.167503,2.720008,-5.847244,0.017954651,0.19835526315789473,4229.00671107397,13,0.17027966742252457,1
-399.87994,63.940384,-25.514591,-14.2859745,-6.1799145,13.6806,6.621983,13.915771,2.3624501,5.1886406,-7.0148864,-0.013863553,-0.15953937,0.011205086,0.1375513980263158,3017.893264137038,8,0.2985422740524781,1
-399.6412,12.422851,-33.5018,-3.607668,-10.054206,6.5144067,2.9100175,23.40161,8.61484,7.7443233,-14.27397,-1.0292914,-3.5320776,0.011800332,0.17358141447368422,3392.6247624558546,14,0.12860282574568288,1
-375.89514,42.02092,-26.238173,1.1659315,-9.493598,8.2067995,3.5424547,21.729752,6.0859194,4.037609,-11.518578,1.2722678,-3.6502397,0.0094934525,0.18070004111842106,3528.6722327413645,11,0.20897959183673467,1
-330.16098,20.962364,-34.518112,-3.381612,-12.697662,3.5520077,5.3476267,29.313965,8.1154375,4.671002,-13.22031,-5.415011,-1.6974345,0.013296388,0.19148334703947367,3783.7572066248727,12,0.17520511234796948,1
-360.19843,41.925667,-20.832178,5.5648994,-9.701081,9.146404,8.731811,20.026175,2.27478,7.9332476,-9.843024,1.3081146,-1.9954542,0.0096813105,0.17330900493421053,3631.5668041857343,12,0.17942692228406515,1
-329.5485,35.85994,-20.332958,0.3729077,-16.066046,10.165721,15.389981,16.117693,2.8740191,5.9447727,-16.029148,1.3863586,-4.221942,0.012927752,0.1768092105263158,3822.9569290958266,13,0.1683446712018141,1
-315.63544,33.80655,-32.760674,-10.889964,-17.139446,13.638886,12.299805,20.58348,6.9201937,5.6511283,-8.587142,-1.659003,-0.99771273,0.016827786,0.18370168585526317,3693.73938762414,16,0.13931972789115646,1
-320.57028,32.93496,-25.583036,-16.789608,-13.384373,13.365086,5.274613,21.882723,7.226068,5.45528,-9.2456665,1.3698657,-4.0957537,0.016099079,0.1865234375,3923.7031584411616,13,0.15866969009826154,1
-355.67316,60.591312,-29.653233,-13.95477,-3.6901968,16.980667,2.9566846,17.05867,6.20026,7.1246853,-7.8441443,-1.2224052,-0.62866145,0.01268845,0.14224403782894737,3139.0068986031874,11,0.20433560090702949,1
-376.46677,48.800247,-23.601303,-11.01409,-15.010678,8.694451,9.754606,20.88982,5.5345187,4.7135324,-8.679929,0.2757509,-1.0669992,0.012308164,0.16690995065789474,3415.2372486156064,12,0.19209235209235206,1
-313.48724,31.656998,-27.05011,-15.413541,-22.862734,10.036294,13.139387,21.397978,0.31185207,2.7840493,-10.8124485,-0.7088167,-1.9256781,0.018165207,0.19788240131578946,3855.8179662489547,12,0.17942692228406518,1
-379.50098,43.369553,-19.206121,-5.72303,-15.617239,8.695523,10.340111,20.01807,1.4796119,3.3595738,-9.109925,-1.7183474,-1.5725518,0.012304495,0.18140419407894737,3602.7117437871043,10,0.2141395817586294,1
-396.76376,75.80809,-28.128183,-10.601599,-3.4758549,15.125482,7.021115,14.953831,-2.9794486,1.7695872,-3.7164757,1.3951265,-4.997861,0.010164787,0.13575760690789473,2802.784630398296,11,0.20897959183673467,1
-310.26416,34.67817,-33.173874,-17.003664,-10.843269,13.78388,2.052686,21.614649,3.238663,7.6709433,-9.815444,-0.9294628,-1.5421933,0.014138896,0.1911852384868421,3749.106029768324,16,0.13003174603174605,1
-386.47195,59.99023,-21.817022,-5.0134816,-6.6743574,12.108437,3.2843375,18.36022,0.29646084,5.33269,-7.5271344,0.21407752,-0.7635858,0.008909007,0.1520302220394737,3231.0787802676273,12,0.17942692228406518,1
-350.38165,44.81845,-27.30068,-8.309473,-6.955239,12.610638,4.544565,25.529007,1.5276763,6.0513873,-11.989771,-0.22299522,-1.4528706,0.010228112,0.16554276315789473,3498.1180834411684,12,0.17309420737992168,1
-425.41138,32.401943,-18.019348,-4.5671515,-5.7413344,12.646289,1.9728335,18.217957,3.8099566,4.9801483,-10.388506,-0.2933598,-1.2584107,0.007981327,0.15469777960526315,3279.7028711186904,9,0.2002721088435374,1
-313.38272,41.329,-36.30739,-16.926874,-9.984989,16.817492,6.8637543,27.772022,5.5926642,10.029581,-7.8154,2.8543081,-2.110605,0.013815671,0.15398848684210525,3535.562884458016,17,0.13206349206349205,1
-390.69067,42.316547,-24.475056,-10.681574,-10.329789,10.562415,6.1256657,23.16547,4.4561114,5.8865294,-7.148945,0.8918054,-1.7445322,0.009492567,0.1459241365131579,3211.2979587276345,13,0.1509297052154195,1
-357.67175,65.05071,-32.104874,-12.45768,-7.5809197,13.591745,5.9165626,13.965051,3.1874225,6.630365,-7.4137597,3.167684,-1.3950666,0.013159565,0.14651007401315788,3035.7415753609757,13,0.16640967498110357,1
-331.28436,45.94019,-26.835989,-11.232947,-12.09903,11.830664,6.065676,23.189116,2.359137,5.331304,-6.0282507,0.7346854,-1.9601113,0.012522878,0.1579821134868421,3494.6390631214826,11,0.1741496598639456,1
-341.7919,32.768288,-34.23468,-19.128849,-8.150601,13.66152,3.554701,22.688122,6.294354,5.547743,-10.4870205,4.3275824,-6.025977,0.015205663,0.1483912417763158,3284.6632384634186,13,0.14318972033257746,1
-341.78464,71.26662,-23.09128,-0.58888894,-3.1500118,16.390427,5.359396,22.336582,5.048823,3.9362128,-7.089923,4.0666823,-1.819163,0.012380482,0.12185958059210526,2973.046926466388,12,0.18787054215625643,1
-358.5057,60.017773,-29.598745,-16.464016,-3.9022696,12.353783,5.5151496,18.340609,0.25422758,5.116927,-9.473669,2.215451,-1.4826943,0.013818243,0.15683079769736843,3263.3835249954823,12,0.17942692228406518,1
-286.4704,29.23088,-38.974335,-19.507933,-8.303616,10.9493265,2.5879161,27.16134,4.912696,8.179013,-11.763613,0.12906156,-2.6883469,0.018851878,0.18811677631578946,3828.769026120125,18,0.12019741229825265,1
-337.20575,19.688358,-29.54117,-10.162254,-19.71737,6.675672,12.4446535,20.091412,2.2139492,9.68018,-10.281508,-0.41650936,-3.9502442,0.0131548075,0.18805509868421053,3724.9975708646502,14,0.14110587824873538,1
-405.08035,57.59192,-16.33255,3.2282033,-8.248103,8.014254,9.954205,12.91775,-1.1301662,4.600905,-10.200881,1.9944333,-3.7492464,0.008907047,0.1494192023026316,3335.8959235653574,10,0.23477954144620808,1
-269.0903,11.414047,-41.817772,19.462801,-39.788956,7.5680056,-17.616724,21.362684,-7.572785,15.126716,-26.396084,9.235088,-7.3578305,0.030356502,0.3018297697368421,3712.4235342998313,12,0.1519851576994434,2
-258.8279,34.484978,-36.45846,23.652445,-34.385952,11.923272,-14.993189,22.115595,-6.025696,17.588614,-27.51695,12.064593,-9.738596,0.026728492,0.28389699835526316,3652.4930220325577,13,0.16060468631897204,2
-341.36816,21.844051,-32.55922,18.704697,-33.67926,10.085356,-11.640119,18.00657,-3.2607062,11.920921,-23.71332,9.156892,-4.423051,0.02391547,0.24202302631578948,3161.4763686050123,10,0.18059964726631395,2
-278.37704,14.732458,-36.775608,20.411129,-38.325542,8.562381,-13.68514,18.449251,-6.1931834,14.23803,-25.629992,10.014599,-5.1615663,0.030036377,0.29798519736842105,3611.4109287197384,13,0.15286470143612998,2
-278.72073,22.498854,-35.25189,17.883276,-40.343792,10.887085,-10.509591,18.486513,-5.2214227,14.274584,-25.775843,9.938786,-5.4166336,0.030510586,0.26947985197368424,3454.4165515133836,11,0.1741496598639456,2
-296.90616,18.25824,-41.64252,19.633066,-37.150333,10.984609,-12.874087,19.99302,-6.1051965,14.673016,-25.088255,8.908538,-7.052954,0.02764802,0.2736482319078947,3489.2537323714673,10,0.17543965734441927,2
-263.79813,30.60942,-38.433846,22.799746,-35.50317,9.605544,-17.29485,17.985025,-7.859232,14.244023,-24.331203,7.674422,-8.459666,0.028126232,0.2652189555921053,3564.966091030503,14,0.15182278039420896,2
-228.95992,24.505157,-41.53905,21.313288,-41.382866,10.380478,-17.047953,24.370962,-7.16963,14.323109,-28.537376,7.162996,-6.014593,0.031767573,0.31942331414473685,3910.916600929025,14,0.15003663003663004,2
-325.50095,19.091831,-33.750744,20.936388,-34.82839,8.369557,-13.31021,16.82843,-4.2045784,11.761793,-24.854086,10.205193,-7.5392833,0.026143001,0.2535464638157895,3189.291181099442,11,0.15789569160997732,2
-292.5595,22.138245,-35.632713,19.968393,-38.50829,10.4402275,-11.9376135,19.77209,-6.1144056,15.852812,-25.783981,9.681586,-6.1118627,0.028023928,0.27431640625,3526.713014257682,11,0.16486167800453516,2
-200.33334,11.3638,-44.961933,16.121513,-49.33125,12.213667,-13.78591,22.529053,-7.365627,18.581854,-29.727652,10.252785,-7.5068154,0.034654558,0.33744346217105264,4200.931765447649,15,0.13931972789115646,2
-252.23616,30.994745,-37.25382,19.860634,-41.29932,12.854551,-12.794059,20.10388,-6.969708,18.719112,-29.104366,11.3493395,-7.8632197,0.027355496,0.2981188322368421,3826.4863793898976,12,0.18575963718820862,2
-276.80276,34.997055,-29.553986,21.460804,-39.145237,11.166612,-12.3645525,19.73144,-5.372477,18.023718,-26.210968,7.6482844,-5.554992,0.026812624,0.26827199835526316,3591.0360795624492,14,0.15003663003663006,2
-243.96675,28.097723,-37.324776,22.052662,-43.948612,15.916906,-13.590463,20.529476,-7.827822,17.142704,-25.120363,10.565914,-7.8845015,0.029022364,0.3017321134868421,3849.510816624489,12,0.17731601731601732,2
-285.6454,16.962124,-35.79942,15.532137,-40.79921,13.616134,-12.447229,19.222692,-4.0865717,14.974079,-26.290781,11.792958,-6.6746655,0.028113727,0.28170230263157897,3664.46528995299,10,0.1909196271101033,2
-369.339,11.714718,-30.962708,17.18178,-33.330208,9.956552,-10.887836,17.61601,-4.900136,11.673126,-24.12568,7.489917,-3.3887558,0.022267984,0.25210731907894735,3079.77813031214,9,0.16544217687074828,2
-292.67947,21.096529,-31.860157,25.09301,-36.64663,10.43126,-15.116301,18.02382,-6.945006,15.619156,-28.049377,10.845105,-6.253989,0.02698162,0.28655941611842106,3576.3231365923884,10,0.18575963718820862,2
-292.24115,21.11016,-38.808846,20.11737,-38.241833,8.829783,-13.220788,19.249788,-4.9419885,16.007086,-25.051424,7.291334,-8.1380625,0.029574089,0.26950041118421053,3426.507470572217,12,0.16253968253968254,2
-248.5471,26.328066,-40.434414,23.346361,-43.041813,11.053611,-15.415898,19.081638,-7.5051937,13.6404915,-28.281086,10.911947,-7.871563,0.027798992,0.2993266858552632,3911.479651820328,15,0.15092970521541949,2
-246.87152,32.699417,-41.32304,16.62309,-44.034924,10.978927,-14.253522,21.442736,-7.643716,16.22288,-28.232227,8.842737,-8.91579,0.029170692,0.29708059210526316,3728.000304089111,11,0.20433560090702949,2
-206.7647,14.887359,-43.703995,18.308449,-45.25362,12.943082,-17.096426,22.553007,-7.8939176,16.288631,-30.13322,9.430665,-9.142973,0.033473674,0.34126747532894736,4146.655674179228,12,0.17731601731601732,2
-216.40935,26.577763,-42.59011,18.336048,-42.98017,10.591563,-12.910655,22.477148,-11.827738,16.229437,-27.0234,9.537284,-8.452364,0.033722967,0.31179584703947366,3867.1091769080112,13,0.16447467876039304,2
-278.97073,20.352581,-37.045837,20.348383,-41.505444,11.788663,-10.539222,19.17464,-8.21309,15.672415,-28.317732,8.012511,-4.623214,0.03000307,0.27975431743421053,3530.3039407758383,11,0.17182766439909297,2
-276.47433,32.790028,-36.2919,16.419373,-39.73997,11.259444,-12.530753,19.920311,-10.429461,15.452311,-28.44379,8.525927,-6.4208746,0.02632064,0.2762900904605263,3622.276730203124,11,0.17182766439909297,2
-228.09311,22.252226,-40.027527,19.250849,-47.599594,14.121208,-12.899565,21.08862,-8.435542,16.797108,-32.4244,10.444867,-6.7259207,0.031750277,0.32278988486842103,4050.246532731806,12,0.17309420737992168,2
-237.33789,23.85775,-32.687675,20.32924,-44.801754,11.901593,-16.83207,20.618193,-7.575264,17.082306,-29.081612,8.025701,-8.38751,0.030518902,0.3186009457236842,4018.3626019958824,12,0.18364873222016084,2
-225.69467,23.868511,-39.831863,20.467884,-46.84188,12.06455,-17.017542,23.78494,-4.719289,19.956789,-31.882599,9.501229,-8.375471,0.0302787,0.3211605674342105,4023.3922783434605,13,0.17414965986394557,2
-263.85614,22.743502,-38.72511,20.4275,-43.34529,11.243771,-14.992053,21.286652,-7.524784,15.991965,-29.307796,8.513464,-8.461816,0.028568089,0.3064761513157895,3835.0447450907177,13,0.15286470143612998,2
-349.7075,8.492984,-32.813194,15.766409,-34.9794,8.075974,-9.988999,18.347174,-4.647902,12.948777,-23.252272,8.14012,-6.0307484,0.02678619,0.25304276315789476,3125.755282379419,10,0.17285966238347192,2
-302.36325,12.90113,-34.91175,18.2605,-36.791084,7.497235,-10.747611,19.209898,-8.338562,14.840495,-25.08937,6.781412,-5.9457583,0.02871541,0.26565583881578947,3389.2975156006855,11,0.16718367346938776,2
-368.60532,68.63295,-24.298342,-18.41847,-4.768883,12.377223,6.7095838,20.372044,0.80354196,1.9767452,-7.44315,-1.9840443,-3.5569918,0.015679507,0.13084395559210527,2858.46909541821,11,0.20433560090702949,2
-260.8681,44.144527,-34.65492,-12.223891,-18.898022,11.08218,11.341221,16.682964,7.9941354,3.5786817,-10.799944,-3.8153498,-1.7601041,0.027682638,0.15506784539473684,3351.4460048642186,16,0.13003174603174605,2
-308.16214,48.575153,-36.80369,-9.334731,-14.541278,5.0617228,6.116687,12.871725,8.06211,5.0321636,-4.767527,-4.4685717,-1.3448448,0.021681417,0.15482113486842106,3191.022450954154,13,0.1296447467876039,2
-356.08478,60.866493,-33.2458,-11.703807,-11.587236,7.6734114,8.624481,10.660515,3.7364335,4.8504,-6.776736,-2.046643,-0.6719859,0.017267382,0.1493678042763158,3004.248279020243,7,0.313469387755102,2
-319.2828,51.84584,-33.60385,-10.452444,-11.782778,7.9146576,7.9759445,10.77244,5.4771013,6.4631586,-6.3355474,-0.7738641,-0.053286612,0.01894678,0.1544202302631579,3234.880401507425,11,0.21130158730158727,2
-370.08844,63.753746,-30.169899,-11.745594,-10.705268,9.198801,6.2954173,13.662206,6.6347733,3.648148,-5.1185536,-0.5861304,0.08635932,0.01417935,0.14554379111842106,3005.3985000428893,9,0.24671201814058957,2
-342.81976,55.82364,-31.044397,-13.600785,-14.678639,6.5229826,4.1989465,9.241133,8.752388,3.7967095,-5.170699,-0.6310939,1.3239052,0.01637634,0.1589638157894737,3179.4505268234498,11,0.21130158730158727,2
-366.04346,61.17815,-19.624159,-18.048353,-12.004441,8.662925,6.8031945,11.668872,7.2544737,5.045933,-5.198682,-2.9413416,-1.3506454,0.016817778,0.13354749177631578,3006.824217636822,11,0.20433560090702949,2
-344.45932,52.689186,-32.801643,-20.44709,-15.269525,6.148232,6.0628405,12.579998,6.2963233,0.48520952,-5.2504225,-1.6107553,1.0124341,0.021467006,0.14361636513157894,3023.0360095124693,12,0.18364873222016084,2
-363.0672,59.525684,-27.642439,-18.691008,-12.198322,7.031207,2.095095,8.836063,6.119363,2.102732,-3.6643233,-2.2142828,2.2661436,0.022434233,0.13091591282894738,2850.083144748695,10,0.21929957168052405,2
-356.6088,51.99042,-30.33161,-12.236853,-14.908001,5.4456615,6.009664,8.982502,6.5269275,3.1765943,-5.4673038,-1.8471664,0.91145647,0.01808618,0.15685135690789473,3108.344420446961,12,0.1836487322201608,2
-305.38208,36.524494,-35.415707,-23.84559,-14.369832,9.381833,6.558438,28.163477,1.6967065,5.468142,-8.651641,-1.8103046,-2.9154027,0.022857493,0.15822368421052632,3259.4722835377415,14,0.13217512646084076,2
-346.2009,44.147064,-31.326939,-7.449637,-21.8909,5.6912737,6.2906137,10.456777,9.186409,4.7138505,-8.334566,-1.4635125,1.921363,0.016226811,0.1811009457236842,3372.161801832531,12,0.19209235209235206,2
-338.16772,46.6548,-29.61417,-15.008786,-20.424015,9.8871155,11.4656315,13.392981,8.189011,4.2820835,-6.8447323,-2.0297222,0.57392955,0.0144326,0.17208059210526316,3392.08912795603,13,0.16640967498110357,2
-328.99057,58.805855,-27.316051,-11.217929,-15.218503,8.154145,9.118651,16.171906,9.475576,4.27654,-5.2256465,-0.13109659,1.9709226,0.019386262,0.14044510690789475,3034.981074281168,15,0.14761256883705862,2
-302.6735,49.056683,-30.103388,-17.120333,-19.804178,13.130874,12.335428,15.552219,5.7055364,3.3540235,-5.4229684,-0.83427507,-0.0068994723,0.01714922,0.17100123355263158,3379.319391817703,12,0.18153782725211298,2
-323.04138,63.983475,-27.409418,-13.634425,-18.331345,8.89775,4.3632894,13.583337,7.291888,1.5664536,-7.467563,-1.3307806,-1.4934789,0.017775545,0.14153988486842106,3013.7504548268166,10,0.2296195515243134,2
-325.56323,64.83225,-26.156319,-11.28497,-15.574517,7.6423173,7.3825016,12.540157,8.64295,4.0008035,-7.7474213,0.2257046,-0.12836778,0.017495586,0.14942948190789473,3067.4063137652292,12,0.18998144712430423,2
-297.4573,55.148685,-29.687609,-11.442563,-19.4227,12.102129,5.745296,14.363555,6.1527247,2.6694722,-7.416973,-1.644776,-0.0003132268,0.019646443,0.1559827302631579,3188.3144956889846,15,0.1459540006478782,2
-355.02405,60.12058,-25.184576,-18.239115,-8.912287,6.132054,5.8739495,12.313181,5.937656,3.9268358,-6.590227,-0.9087469,1.767821,0.021128187,0.1365491365131579,2909.2785921415407,8,0.1691739552964043,2
-341.14108,60.012783,-28.390831,-14.94111,-13.6739235,10.6782255,8.7130785,14.841826,8.08528,3.682975,-6.241375,-0.24395666,1.6866031,0.017311882,0.14532791940789475,3042.944381263479,9,0.2612244897959184,2
-370.37408,70.46235,-21.898157,-12.559566,-7.4323254,9.979558,6.6600485,14.183959,3.3001351,0.9582249,-6.495831,0.6570226,0.47532177,0.016516361,0.13743318256578949,2855.663388155262,9,0.24961451247165534,2
-362.30844,51.411846,-30.50185,-17.934103,-14.716731,11.529888,4.2876115,19.72834,2.0912528,1.687605,-7.976191,-0.35997045,-2.3032012,0.013837894,0.16168277138157894,3321.4991387525756,12,0.17309420737992168,2
-329.03436,36.36031,-28.569542,-19.135134,-14.978161,11.162173,10.132504,17.622545,5.879448,0.017564934,-8.218971,1.6730915,1.7539701,0.019514136,0.16927425986842104,3262.545174933758,11,0.1462857142857143,2
-269.32623,45.75167,-46.797108,-22.480677,-21.061274,16.007717,12.082363,16.777775,7.550461,1.4088407,-7.1720853,-1.1433749,-1.2594928,0.028896222,0.15064761513157895,3189.3163751893103,14,0.1625396825396825,2
-327.29132,66.00083,-30.638346,-11.241944,-8.470569,5.951181,9.751294,17.22902,4.299087,1.9464529,-3.381957,-2.032283,0.24489877,0.023504125,0.12058490953947368,2790.3356954928327,11,0.21130158730158727,2
-298.5831,35.62302,-38.714108,-16.407314,-18.238096,7.1056333,9.367714,17.30072,6.826516,1.6394088,-6.495838,-2.7744417,-1.4109834,0.022769617,0.1498303865131579,3134.7168711174904,13,0.12964474678760393,2
-339.60645,66.88788,-31.692936,-8.233634,-10.346688,8.514975,9.146988,14.994104,6.518701,3.1419501,-3.4185624,-1.3818048,0.98638934,0.021756459,0.12484580592105263,2776.9235886111906,11,0.19272562358276646,2
-300.50665,48.31118,-34.28834,-16.542425,-14.788361,10.731144,13.317248,20.284887,11.038239,4.308532,-2.7323203,-1.8261392,-0.47378793,0.024172112,0.14627878289473684,3208.9869294475857,14,0.15360893075178791,2
-266.3779,41.761173,-40.929417,-19.165539,-16.881477,11.500206,9.810692,16.950195,6.9386196,-0.20711794,-6.9325047,-4.26402,-1.2555598,0.025014283,0.15978618421052632,3381.4441922611245,14,0.1357474271759986,2
-307.3839,12.005594,-36.940884,13.883428,-27.431768,15.665355,-12.880297,15.493238,-4.5558057,18.057741,-24.074574,8.920472,-6.460736,0.029878343,0.27075966282894737,3413.2774755724386,11,0.16950566893424038,3
-270.02875,21.669346,-39.8555,16.046968,-31.23687,13.177886,-12.573001,19.818657,-4.92323,18.568216,-27.498453,8.36842,-5.9373803,0.030320564,0.26884765625,3534.341999434571,11,0.18808163265306121,3
-247.12827,35.74966,-41.67933,18.888853,-36.860756,14.851334,-17.633324,19.827213,-4.8875775,15.503318,-29.119526,9.513236,-8.338778,0.032823805,0.28525390625,3656.2569901201023,12,0.1414306328592043,3
