mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,rms_mean,rms_var,zcr_mean,zcr_var,centroid_mean,centroid_var,rolloff_mean,rolloff_var,entropy,num_peaks,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,mfcc_6_var,mfcc_7_var,mfcc_8_var,mfcc_9_var,mfcc_10_var,mfcc_11_var,mfcc_12_var,mfcc_13_var,rms_mean_var,rms_var_var,zcr_mean_var,zcr_var_var,centroid_mean_var,centroid_var_var,rolloff_mean_var,rolloff_var_var,entropy_var,num_peaks_var,label
9.624300214979383,41.528961994029856,-11.328357045297269,15.5187913885823,-10.358965533751029,15.913791000843048,-0.690141412946913,9.539926555421617,-4.351890246073405,6.428304223412717,-18.4307552796823,17.753174940745037,-8.942002371505454,0.265129068935359,0.0028646346434942206,0.20325159143518517,0.0028176793345698605,3376.7252466261625,75036.28143571848,6153.700086805556,127010.21300421821,5.48010860549079,0.0,11786.860724640868,2359.4992433640928,313.3713942874702,122.69453211802377,60.417332423999724,46.2790337069921,28.521489526855547,16.01152423784053,41.51846954721673,32.43903913880877,33.19034400654486,29.004145263581474,22.17284545121608,0.027320820248946925,1.1217101483638494e-05,0.011683951353012943,4.1937472033769e-06,1260851.6859691537,11668163708.945168,1997960.6440037852,43498006838.150604,1.0909694513519246,0.0,1.0
9.98983241893627,41.040291296111214,-10.908741328451368,15.166199348590991,-10.065729114744398,15.657471915086111,-0.46147697391333403,9.293528733430085,-4.082681216575481,6.158671935399373,-18.163531126799406,17.52413209279378,-8.773003189652055,0.26513265901141697,0.0028644353281345467,0.20325159143518517,0.0028153260548909507,3383.027477905233,74525.43066169032,6171.332465277777,124103.93467655889,5.480511630022967,0.0,11670.874962962434,2289.4930070824053,330.40507848591653,114.52690112118445,64.0749449091779,48.56665856721788,28.866967681964493,16.621829384961334,38.64978630824378,32.463411415013894,34.35718470153,30.868091660101626,20.824287343962016,0.027319517141778035,1.121530734296145e-05,0.011583961250033074,4.1817915798471596e-06,1239756.011598898,11529510584.686026,1922309.5458230856,41371746890.98809,1.0897836414497089,0.0,1.0
10.21236914175528,41.3394947581821,-11.05939421830354,15.476002666685316,-9.907404455873701,16.06320267694968,-0.7680476639005873,8.946428051701298,-4.562276202219504,6.500809315178129,-17.55502815599795,17.196127132133203,-9.028868647637191,0.26848674289606234,0.002985798549801715,0.2029712818287037,0.002974183471114547,3371.1550252146317,48834.64343899049,6163.284866898148,105573.73364766438,5.414152410295275,0.0,11803.504910628702,2406.1880404636477,325.3569570841723,127.12074338500044,64.58504216628474,36.48928276193156,31.630001403829365,20.680994728219762,34.27079287498516,36.09735379783953,35.52352259833232,22.968341731479637,27.57974527515556,0.02614470429317187,1.3061822787291831e-05,0.01167651303674622,4.9257915900878014e-06,1293817.0144929434,3233649753.343655,2001148.8465778788,38570696858.64189,1.198521748409577,0.0,1.0
5.660668620356807,37.550349010361565,-7.348186431107698,20.288946045769585,-12.530179156197441,15.799718768508345,-3.8985041368890694,6.280832454010293,-3.9422211426275746,7.535410426281117,-21.360627668875235,17.847427244539613,-10.516135295232138,0.25383962621843376,0.0032093108289969947,0.21483470775462962,0.0030221939086914062,3517.831323645009,86793.17251373614,6283.727575231482,53452.34164485225,5.571274280548096,0.0,9631.055319421706,2098.250508471162,217.2514496126511,101.34819555012355,74.77837729214818,40.14926770632327,29.077622492692246,24.78284826550671,43.46382152992125,28.939958093427443,40.10050189819193,48.44380587304981,22.323862743362945,0.028892551116545276,1.259329217282688e-05,0.011053937371048584,3.94849829484419e-06,1116092.849100806,18233071794.286613,1618519.552123563,1630675746.6296508,0.7575149737166048,0.0,1.0
23.425538267408097,40.093783766031265,-4.967859319278172,24.133767741067068,-10.699161844594139,17.524287360055105,1.2234014379126685,8.469747867967401,-2.7250133625098636,5.86916294960039,-21.642867224557058,15.531816269670214,-10.182980328798294,0.28619735315442085,0.0032060395819176585,0.20480782645089285,0.0026100842016083853,3406.262582403696,45767.28051449632,6064.453125,120781.14918300083,5.396604120731354,0.0,8921.354995113305,2393.0207872113488,268.14858766928353,157.2102803551695,107.43687846711457,20.152624385599125,29.631391730170872,30.02363857092868,35.635410316374745,20.72949286290365,29.338671680815214,36.89918557573124,33.021989092413236,0.02166564500879247,1.870446009134437e-05,0.010683871121430885,3.003317252485342e-06,1373555.3511050488,5127025052.094613,2823587.8263201034,79964343131.4658,1.2095312244015,0.0,1.0
-8.217895608199271,54.82513029010672,1.9014918804168701,26.092546996317413,-5.868798925688393,18.0080287331029,1.4673688678365004,6.769617753593545,-2.6981596476153324,7.615587649376769,-18.314277335217124,13.836167373155293,-9.1622461582485,0.2795854951990278,0.0037939921770119233,0.17191676089638158,0.0024503167522581,3013.3651939028587,67507.43983845715,5552.785773026316,190832.74038214431,4.890588393336849,0.0,10845.922320546484,3023.656521473681,338.290312639836,101.40559051095939,74.0292470957098,30.003656916532464,38.066062949094785,15.082219387384594,32.03683976700866,19.558294035260975,45.818897128701735,36.11262427019449,22.328365115554224,0.028739613696417157,4.529866864236602e-05,0.014918702430094381,5.59604219539275e-06,1773619.2717536178,11446651259.760338,3089252.4692820706,325759086656.0851,1.9889135627832164,0.0,1.0
-12.556326103210449,49.36738144954045,-3.280221970876058,21.6967400709788,-8.225075920422872,18.386579068501792,-0.04058364629745483,8.056273581584295,-4.2413717925548555,7.226168475548426,-18.02463343938192,14.652617200215657,-12.446552018324534,0.23672856936852138,0.002146232366734087,0.1911865234375,0.0028244882822036745,3224.7184180732515,64845.57038329327,5848.388671875,95105.36988576253,5.261980080604554,0.0,12637.817696667067,2996.0782958514474,299.6337442966106,90.62946063327965,50.69653489408618,63.52558087594206,16.520196468000382,21.379242714606914,35.45473822512601,13.857888142752314,46.89962072847293,26.625682387013082,28.45596972810515,0.026027541183194784,9.227686985979847e-06,0.013982959985733035,5.4506993520260975e-06,1631070.3663713995,16033492562.25241,2743043.005466461,10415344451.746792,1.342893673102762,0.0,1.0
-9.23148905436198,48.9269489924113,-2.4290469249089557,21.546672240893045,-7.224495507776737,18.588345082600913,0.6825639526049296,8.297263803084691,-3.187574362754822,7.458071947097778,-17.418920278549194,14.85186834335327,-11.679881024360657,0.24734761640429498,0.0034623430320304275,0.18944498697916667,0.0029572536547978717,3219.606685817653,93954.58347239009,5829.915364583333,161982.37737019858,5.264180580774943,0.0,11188.724043958664,2906.177122511361,300.14250779341455,86.92335499801615,64.2474581054461,57.792423110443984,24.2934151911625,25.633129043248655,36.12227783690928,17.408074928045373,55.79513470307246,25.533856689973433,28.66895970215154,0.023732477937265593,2.102745209965005e-05,0.013727969858381484,5.606315903234657e-06,1599866.6951552038,17352744028.737022,2825070.1957278773,91516431007.5372,1.428379479545065,0.0,1.0
-8.707613627115885,48.0744264125824,-2.6447611411412555,21.476308425267536,-7.563701924681664,18.481800238291424,0.8120055397351583,8.339660253624121,-3.714927234252294,7.012793811162313,-17.700110562642415,14.424433469772339,-12.225137758255006,0.24662915306786695,0.003180731414249749,0.18985595703125,0.003035282591978709,3242.881181562334,76074.07457152382,5891.438802083333,125805.53690592448,5.257042853037516,0.0,10946.7178306895,2852.450569676579,324.41570337711465,86.07865312944188,55.51457654055933,64.26705996472853,17.702009969403502,24.2075223096981,35.71678489753843,16.988665086172443,57.37106745063941,29.08643166278549,26.802995797380877,0.024540141913418682,3.2844505543506884e-05,0.01395485316713651,5.8428622726237745e-06,1580140.7758843643,15933286015.176588,2583980.8517032205,33500006218.724194,1.3941943321280925,0.0,1.0
-4.6732869148254395,46.843387842178345,-4.908232495188713,20.870686754584312,-10.787159389350563,17.801693573594093,2.562918495386839,8.62851732969284,-3.257299456745386,7.890214666724205,-20.261392802000046,15.665861085057259,-10.533621871843934,0.25730317243142053,0.0026499168181999266,0.19135665893554688,0.0029364204965531826,3256.641549530281,109953.83777501382,5973.358154296875,189489.87126350403,5.2799983471632,0.0,13252.28135267521,2727.3745305550397,281.7925495062448,167.61327843571902,98.65228809518578,22.689805727192756,18.336389742184068,30.95219267190015,44.996806486340205,25.95705317174075,51.64533661716028,32.84254335570754,31.514265798583015,0.02856486870898629,1.5825058733366903e-05,0.012711493167444132,5.727695582603961e-06,1418206.756773305,76423919734.38503,2454518.689773977,522550838257.2519,1.1315351478501536,0.0,1.0
