mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms,zcr,centroid,bandwidth,rolloff,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,label
-311.2986,55.1946,-20.538273,32.353287,-18.33324,26.496225,-2.46729,20.378561,-12.412933,17.20892,-23.317392,11.56715,-5.042,0.019540798,0.222705078125,3272.2898282415563,2277.765870433744,5787.793719951923,0.70230633,0.5857644,0.36275595,0.273064,0.27425638,0.28511196,0.40041324,0.5182906,0.55179656,0.5697297,0.7348675,0.79415065,-0.008946076151198358,-0.006063149752020521,-0.0031501300346397088,-0.02100491311687741,0.007943074262690133,0.0033032788536870167,0.009030503,0.017915707,0.07035677,0.110830136,0.14396803,0.06660633,0.04507976,0.04511984,0.030999683,0.021749977,0.014929838,0.010269882,0.012757101,0.013604408,0.013402771,0.009276715,0.01019005,0.013722979,0.015922084,0.010308343,1
-350.06433,61.929134,-17.453865,29.575249,-19.67513,20.939451,-4.429505,20.516924,-9.866837,16.731127,-21.473995,10.415606,-3.9115224,0.016566208,0.1966834435096154,2968.508428362252,2259.602629605595,5504.8805588942305,0.7459237,0.65949595,0.4711207,0.30571133,0.29511085,0.3156855,0.36340758,0.41528207,0.5227495,0.59206116,0.6204629,0.72052926,-0.024202117737989044,-0.031247581454176845,-0.049470671588698834,-0.026904774614825266,0.001270263342606821,-0.014625391625584298,0.009659199,0.016216572,0.070887685,0.14246368,0.17392394,0.070577614,0.052970022,0.039194394,0.023775952,0.02157416,0.017874172,0.012608781,0.008647057,0.006328634,0.008965551,0.012062837,0.009784742,0.006110437,0.00730579,0.0069377697,1
-306.14377,44.66574,-27.24912,30.257666,-23.329777,23.488993,-4.547328,19.328188,-12.663945,15.113475,-25.01753,13.195177,-5.5662947,0.019805422,0.25707256610576923,3480.656245196255,2281.944585731264,6100.936185396635,0.7937144,0.68428254,0.47448125,0.29448497,0.27264747,0.2676753,0.2794289,0.36872447,0.49376902,0.54449207,0.625826,0.7691342,0.008021841720865017,-0.03621300424534863,-0.07279270784213036,-0.01246136535818819,0.03316917604279931,-0.015047970020140492,0.0028388954,0.0050898446,0.022403944,0.062409356,0.07650305,0.03424231,0.028224763,0.02387331,0.015736753,0.015685102,0.011715246,0.008102026,0.0106410375,0.009349102,0.010112117,0.009622016,0.007072027,0.007312689,0.00958674,0.00945878,1
-322.75113,52.532085,-20.009687,33.30406,-18.39528,22.700974,-8.079012,17.360107,-10.0346155,14.6911955,-23.087423,12.571047,-4.0252028,0.018571792,0.24317908653846154,3300.2196802273706,2284.307616531559,5934.799241286058,0.76229674,0.6800299,0.48868027,0.3459216,0.33038333,0.34117925,0.40756705,0.4659889,0.48875973,0.490065,0.61969405,0.72001225,0.04138793815453383,-0.07117317580641518,-0.006330438273457935,0.0034008268983313585,0.043992520771229476,-0.022275925126786368,0.07610246,0.08386829,0.123464026,0.14692461,0.12702318,0.085220434,0.0864288,0.06663877,0.041315757,0.042644992,0.030341662,0.02193282,0.018909711,0.01375749,0.011854323,0.011396411,0.010564518,0.005910037,0.009077976,0.0076826354,1
-326.76257,47.990227,-22.120308,28.796082,-24.347559,20.881397,-3.7335143,17.83886,-10.81933,16.56552,-24.274641,10.569507,-5.147028,0.018006196,0.232861328125,3336.7181924689544,2260.5624783673,5946.3112229567305,0.7672792,0.5646367,0.40594006,0.31789866,0.2975922,0.2797696,0.31499314,0.41380295,0.4832325,0.50014246,0.5906426,0.74923843,0.00887636108020171,-0.024476546887786763,-0.0315015918933433,0.03226978886299363,0.026662429971369386,-0.007394541975540554,0.0055314726,0.0081855375,0.030430272,0.0380034,0.05153636,0.036986213,0.023292579,0.02200587,0.012687647,0.013505868,0.010945715,0.0071109086,0.008482482,0.006651574,0.00769372,0.005854847,0.006571781,0.007289509,0.009498676,0.008574724,1
-307.20175,53.283497,-15.272781,36.508224,-19.201584,22.58489,-3.3500838,16.961607,-12.105412,14.913713,-25.260027,6.7560983,-8.071374,0.020248031,0.22266376201923077,3300.954497638334,2263.1601355158678,5837.6513671875,0.7159144,0.58032614,0.43508607,0.27220738,0.24849355,0.25944996,0.30298758,0.40610096,0.50735027,0.562942,0.66981924,0.7673739,-0.001785119932598525,-0.02919068642932781,-0.009846636094153358,-0.044507425650954696,-0.005303342638803268,-0.013644718582956822,0.47385064,0.498934,0.6141759,0.65816885,0.61062557,0.4533186,0.36032283,0.300311,0.25930497,0.24032259,0.18443395,0.13737483,0.11616242,0.101885125,0.09319623,0.07937184,0.064010344,0.04555416,0.039312817,0.035494115,1
-291.94394,53.417927,-15.729474,33.332325,-22.573303,24.457144,-7.2322397,17.472982,-15.77981,11.03701,-29.661308,5.9498415,-12.2065,0.02166303,0.19887319711538462,3292.2267067626244,2282.2568930603625,5863.4912109375,0.6593994,0.5578949,0.51899064,0.32746622,0.24782577,0.31671387,0.29814303,0.4408438,0.47105783,0.43369448,0.5106936,0.6022226,-0.0004017912463529819,0.07679153000909672,0.05856082640015114,-0.08739192083907825,0.02746408790560563,-0.05640209164613709,0.033196386,0.032871008,0.055823445,0.108869806,0.14136465,0.09554043,0.3673034,0.48842862,0.10152753,0.10459497,0.17552091,0.10217446,0.09248899,0.07715474,0.021727998,0.013423914,0.009899151,0.010544666,0.010821667,0.009547888,1
-369.90833,40.99394,-17.870537,28.322647,-20.21413,19.178497,-5.142623,14.715475,-11.781723,12.414461,-26.210999,8.537967,-7.4786944,0.016691428,0.21029146634615384,3059.8084024370364,2021.395661467489,5422.226186899038,0.7363835,0.531494,0.33050174,0.2551766,0.22483836,0.2038777,0.24452619,0.3571759,0.47704265,0.45760703,0.4509773,0.65604275,-0.02011666891568841,-0.021045240687695744,-0.06723554705341334,0.0731389508367728,0.006418299618635788,0.00687148744562785,0.005101073,0.007343297,0.023078034,0.025604157,0.033519186,0.030204799,0.024544299,0.04922448,0.020256277,0.049515497,0.026778294,0.019391578,0.0138162635,0.011069927,0.008668532,0.0063525336,0.0058875494,0.004626607,0.0067553557,0.0071344273,1
-300.6256,75.10304,-1.3010292,39.329403,-19.015186,20.584785,-6.9900556,12.174762,-13.186773,8.349249,-28.069035,5.505389,-7.5465918,0.022445906,0.16388221153846153,2866.74464118191,2224.8456853189214,5192.897573617788,0.6762755,0.55170137,0.44007924,0.2942436,0.25304377,0.25414357,0.41775432,0.5494974,0.5266412,0.5266844,0.5182738,0.6568753,-0.006722090099292579,-0.03934278680062966,0.05321332299365408,-0.03353268221880425,0.009003966875823183,-0.006845776593455823,0.48327982,0.52352715,0.7068735,0.8817397,0.9156506,0.5242285,0.46225086,0.4823339,0.31421068,0.27817583,0.1721238,0.16304298,0.14883916,0.21638122,0.22561601,0.1567004,0.14791955,0.11135857,0.09072986,0.051546603,1
-303.59506,34.77064,-25.330887,26.69137,-26.510075,22.240389,-6.7494383,17.888544,-11.698719,16.963678,-25.040703,9.550289,-3.860471,0.021195592,0.2745192307692308,3637.2310434724727,2274.912538424429,6294.569373497596,0.6646328,0.4774245,0.31140912,0.28433463,0.28526512,0.29896742,0.43819445,0.562268,0.5746881,0.5585324,0.6618108,0.7463049,0.03212477372113332,-0.017264758195711563,-0.013997939200355993,0.017351783812045423,0.035166843750082236,-0.019258080043185175,0.0014489044,0.0049026986,0.029865831,0.037050113,0.03746888,0.025489544,0.030893516,0.031073468,0.014431532,0.0140134115,0.011583984,0.008916897,0.008958949,0.01040338,0.008439879,0.007859921,0.008824358,0.0072651645,0.010929412,0.010171654,1
-439.42343,87.46259,-15.781705,-3.306566,-0.8971468,15.274282,9.035923,10.493095,2.0490005,-0.20401157,-4.2167625,2.0800865,-0.9464691,0.009440142,0.10551006610576923,2519.12253933087,2489.68752081275,5051.855093149038,0.7434859,0.67656684,0.5668074,0.577199,0.5813505,0.5077927,0.50585973,0.52613515,0.51282287,0.5312502,0.57932794,0.6505643,-0.028275173037271107,0.08654422463092981,0.01793790270502711,-0.0826888736767268,0.025212480650161156,-0.03233365960634083,0.0032864145,0.0024781884,0.007819515,0.014179657,0.005189049,0.0037728045,0.0020293745,0.0016558492,0.001969348,0.0020974753,0.002094229,0.0025896414,0.0033777503,0.0024072584,0.0027020716,0.0033117991,0.003274387,0.0030629593,0.0033311823,0.0044111204,1
-396.45206,66.68554,-19.799831,5.7879834,-12.055922,13.344291,10.605482,13.554461,-3.331764,6.5302505,-9.600784,0.54100364,-2.5627809,0.009599986,0.13639197716346155,2995.754184705986,2489.2603899534324,5680.790264423077,0.7592811,0.5277854,0.3716231,0.33801165,0.33215684,0.38033587,0.42865518,0.48380247,0.5561416,0.66278046,0.76986057,0.762257,-0.036628183669959256,0.030433137341497368,0.04827221431411213,-0.04919780072971076,0.010163744289715167,-0.008848204725206947,0.0007603833,0.002942004,0.0037525566,0.00840027,0.014129644,0.003031953,0.0026420243,0.001950504,0.002005754,0.0037013288,0.0016322386,0.0010839958,0.0015627837,0.002156787,0.0024529523,0.001462032,0.0013387983,0.0013123542,0.0009612341,0.00090045,1
-360.123,40.68634,-19.41327,-0.97960675,-17.599688,7.66835,15.474868,19.706764,3.0269017,9.396482,-11.794128,2.5585544,-3.532054,0.013380077,0.16591796875,3640.800464808143,2658.506133844446,6628.168381911058,0.7352387,0.5299529,0.36158416,0.3312885,0.33076283,0.34438092,0.29309398,0.36151445,0.5321503,0.68075955,0.78912365,0.80742145,-0.041756011431718094,0.016626808228858533,-0.05947345882081101,-0.042470614182261945,0.01645523160675982,-0.026868312107399067,0.0014740999,0.0030218165,0.004799823,0.0080649005,0.008171057,0.0044928356,0.0030789261,0.0026674261,0.0021145514,0.001954792,0.001586012,0.0013894547,0.0014315499,0.0009485986,0.0018014607,0.0030225054,0.0026660578,0.0024467635,0.0015181131,0.0016796292,1
-428.12012,74.88045,-20.124569,-5.8221736,-2.7404413,14.084672,4.9442067,10.053067,1.5132798,2.5679703,-8.210592,0.55484545,-1.486913,0.008846657,0.1262469951923077,2774.38803912036,2583.5472856042293,5611.6355543870195,0.63926977,0.5939522,0.46528706,0.43265983,0.42378494,0.43194082,0.41045016,0.47641146,0.57389975,0.63003016,0.7033445,0.64986444,0.008029715199795855,0.0037847035368631147,-0.04575110765603927,0.011099392548202953,0.004941846237715544,-0.017937059342288036,0.00094275735,0.0017159631,0.0031621603,0.00414126,0.003020289,0.0016452038,0.0013469552,0.0024396845,0.0019970909,0.0012246155,0.0010335781,0.0011716745,0.00097413635,0.00082448666,0.0018508354,0.0032993539,0.0013933303,0.0008362314,0.0012065434,0.0016704196,1
-411.71378,22.348812,-28.08469,0.7449033,-8.5935135,9.039945,3.2553837,21.438782,6.9169226,7.292302,-12.740523,0.017175982,-3.0131643,0.010203429,0.17141676682692308,3413.3592190646505,2346.283632154589,6123.131948617788,0.62979656,0.54605407,0.4385675,0.3467993,0.29387185,0.31319612,0.34688362,0.3977869,0.46784222,0.61183715,0.6692461,0.70159054,0.011597241472643903,0.021366270618365355,-0.03265141410609894,-0.08772251526466958,-0.008212223373928207,-0.00999582670091718,0.00084110623,0.0020238198,0.005755738,0.0034363333,0.0022239494,0.0016457095,0.0012067223,0.001332849,0.0010776868,0.0006438425,0.0009971126,0.0019173858,0.0008624681,0.0006947192,0.0016738813,0.0015389918,0.0006348606,0.00069409725,0.00060055236,0.00056312006,1
