mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spec_mean_1,spec_mean_2,spec_mean_3,spec_mean_4,spec_mean_5,spec_mean_6,spec_mean_7,spec_mean_8,spec_mean_9,spec_mean_10,rolloff,bandwidth,flatness,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,energy,label
-256.973,67.343346,-39.310387,-17.526665,-12.487002,1.4906126,-2.620519,10.321776,-11.472867,1.0157936,-11.246973,2.683764,-2.2976906,-26.66361,-19.41682,-17.057762,-17.370222,-18.166466,-18.108574,-18.3915,-16.662025,-16.336435,-14.28671,5952.797337582237,2503.186315731326,0.0729042,0.6589665,0.6856273,0.6722442,0.59936816,0.5294556,138.2358,12
-260.02863,66.584816,-42.70506,-18.265062,-13.624309,1.6164949,-4.095872,11.596224,-9.685223,1.3603859,-10.242902,0.59530574,-2.5783818,-29.630184,-20.602222,-17.903847,-18.426876,-17.174229,-15.76251,-17.03359,-15.8385,-16.777308,-17.301151,5993.823756167763,2503.4376448900834,0.07248899,0.5960027,0.5673792,0.60436416,0.59656,0.44978514,96.46381,12
-249.40396,65.71386,-43.305943,-21.218042,-13.444425,5.8574324,-1.3525031,11.202007,-9.033804,2.4875128,-9.908277,1.5878425,-0.91196674,-26.321527,-19.06212,-16.611261,-16.355383,-16.49587,-15.546457,-16.7819,-13.883327,-13.118809,-15.030421,5914.9442331414475,2474.5974858064847,0.07677713,0.71930236,0.6390172,0.66353303,0.53499025,0.4093494,106.483086,12
-256.6596,72.85922,-39.49568,-21.259262,-13.44944,3.4515822,-5.0810275,7.4987183,-12.031231,1.731007,-12.413048,0.4918727,-3.0438673,-28.94578,-20.372679,-19.144312,-18.36481,-18.585634,-16.1441,-17.083055,-17.531218,-15.787634,-15.021025,5754.125205592105,2466.1714454524576,0.06759485,0.6467358,0.7034804,0.6171506,0.50038165,0.40351552,150.7899,12
-255.13306,74.99298,-43.14495,-27.371391,-15.942212,1.2715424,-8.151645,11.207607,-12.065356,5.6511283,-10.25127,0.7914207,-1.4490083,-31.546667,-23.077324,-20.851978,-23.272972,-21.329403,-16.977053,-17.068768,-17.140553,-17.103712,-15.305753,5672.0723684210525,2451.1782521745386,0.0557214,0.66826934,0.5532931,0.5776915,0.58164924,0.45425552,103.534256,12
-251.50046,69.18819,-41.189354,-23.890589,-12.344542,3.1883192,-2.58092,9.235253,-9.8837805,2.2631764,-10.4238405,-1.0983021,-4.048592,-28.688616,-19.93966,-17.595299,-18.426975,-17.031355,-16.415133,-17.335445,-17.680237,-16.413853,-14.902074,5839.5780222039475,2466.8776267167073,0.07148741,0.65948564,0.6577639,0.66952896,0.55497944,0.42204413,132.48192,12
-257.27695,74.07146,-42.215527,-16.854395,-8.594746,2.6036758,-1.7088133,8.4905205,-10.024358,3.4853091,-9.777774,0.800822,-2.7002277,-28.569448,-23.513407,-21.372047,-19.221195,-17.939629,-14.913134,-15.468076,-15.1894865,-11.437652,-6.5791206,5708.565481085527,2417.8377064027136,0.07319317,0.59546065,0.5743082,0.63544273,0.57681745,0.5073675,145.6611,12
-242.97879,72.86907,-39.379818,-16.698748,-9.798781,2.629791,-5.82151,5.0848165,-13.921892,1.7714223,-9.701045,1.6329855,-2.510374,-27.762383,-20.738237,-19.144482,-19.505033,-18.014366,-15.922337,-16.69785,-14.492497,-9.165475,-10.168179,5692.812243009868,2487.030123408603,0.07335762,0.579209,0.6758775,0.7039536,0.69934005,0.5932942,154.44588,12
-247.14375,70.164696,-41.17834,-20.404646,-8.947259,-0.072691746,-4.6328244,9.208473,-13.654364,1.8901525,-10.017106,2.0381749,-3.26904,-30.3339,-23.078112,-20.832373,-20.869705,-18.304916,-18.14407,-17.058653,-11.972516,-10.364349,-13.761864,5791.184981496711,2516.240674580926,0.06501629,0.6249702,0.6471542,0.707384,0.63817114,0.53736717,191.99147,12
-252.05168,64.9807,-38.326065,-23.448666,-11.726554,2.8083422,-4.620893,5.458895,-18.350584,1.99644,-7.4436355,3.251092,-1.418668,-29.114384,-22.270788,-20.102001,-21.08621,-20.201506,-18.307867,-18.568686,-15.334883,-14.755923,-15.045221,6300.048571134868,2611.4272424586043,0.07146835,0.52621627,0.5443701,0.62553936,0.7253825,0.58030635,179.56682,12
-242.67448,69.58629,-40.745663,-26.03384,-11.490154,3.044747,-0.8732066,5.2277293,-17.721975,2.62116,-8.793459,1.9412994,-0.1518172,-27.590948,-19.675709,-18.547472,-18.399315,-16.983793,-15.504476,-16.87657,-16.255323,-15.586858,-15.851325,5980.677168996711,2504.3362349493614,0.06291594,0.53269476,0.52398044,0.6733177,0.7703802,0.5101908,248.90854,12
-245.56624,70.16371,-41.578957,-28.505697,-12.553917,-1.5593885,-3.2356186,3.379084,-15.81342,2.4357824,-5.950179,1.2124742,-0.5505832,-28.609224,-22.898159,-21.892754,-20.926,-18.602959,-15.917481,-16.622982,-16.046392,-15.699712,-15.405237,5859.751233552632,2523.188520270481,0.052534252,0.5079553,0.47097504,0.65981746,0.6824276,0.56058115,274.86682,12
-243.92082,65.13889,-38.99042,-27.809439,-11.456865,2.9677522,-4.760194,5.3154597,-19.546087,2.3025622,-7.520732,2.4144788,-1.1310008,-28.383554,-20.889347,-20.945957,-20.643764,-19.030815,-15.845141,-17.25988,-16.468784,-15.793568,-15.26123,6417.687859786184,2628.843377819475,0.0678257,0.43502054,0.54717237,0.76637846,0.79931545,0.52545947,212.67435,12
-247.89445,71.68049,-44.88448,-24.132465,-13.929578,2.6169028,-3.5396523,6.467576,-16.675947,1.7557677,-8.139685,2.02822,-1.3874897,-27.352013,-20.97486,-21.923843,-21.062603,-18.973133,-16.121498,-17.287008,-15.381776,-13.992839,-16.501934,5671.959035773027,2461.452294157908,0.055692337,0.5449085,0.48651654,0.6990809,0.65790707,0.56663847,137.4848,12
-256.16754,73.47411,-43.49882,-21.584234,-12.243356,1.7343245,-4.249298,8.5678005,-7.629579,0.8750141,-9.558446,0.8110377,-0.8997697,-26.558174,-20.408077,-19.30867,-19.03281,-17.899769,-15.674098,-16.868664,-15.0878105,-13.684445,-14.377352,5562.819695723684,2390.7076525514417,0.06769477,0.67000276,0.71375364,0.6074121,0.47991,0.36899817,178.17148,12
-248.88887,74.40768,-48.914303,-27.659079,-17.173235,-0.28197315,-4.1119723,10.732287,-10.344886,0.92013687,-12.448217,-2.3764272,-4.4754763,-32.93294,-24.81915,-22.537199,-22.83565,-21.515894,-18.38367,-19.217585,-17.238708,-15.682855,-16.209671,5528.026572779605,2373.141604523914,0.054879118,0.6839797,0.56589687,0.5916215,0.43748245,0.37147993,129.23221,12
-254.45699,70.0236,-43.418293,-21.156622,-13.437016,4.1111927,-2.1354926,7.6521573,-10.735366,0.22627331,-10.652723,0.32176414,-1.0742482,-28.196125,-21.34462,-19.87025,-21.079689,-19.068401,-16.80152,-16.882555,-15.424615,-14.9131,-14.565068,5801.611585115132,2451.640928482813,0.06721584,0.68158484,0.717758,0.72064376,0.5483585,0.41129392,94.63509,12
-245.9955,69.374794,-49.648724,-28.29095,-17.735403,2.4653835,-4.756805,13.837217,-10.819278,4.107502,-13.760786,-1.268639,-3.720881,-32.711918,-25.246908,-23.718456,-23.50196,-21.150835,-18.642143,-17.189482,-17.42284,-17.708324,-15.128543,5674.565686677632,2451.3260833716204,0.05243834,0.6152736,0.52561325,0.53587705,0.44386902,0.3554765,110.34828,12
-255.82494,73.442535,-51.606476,-25.00554,-15.036059,0.42724305,-4.253436,15.535845,-6.82698,3.9961333,-12.781993,-2.5289292,-3.8997338,-30.151684,-24.66228,-21.31515,-22.340937,-20.642466,-18.987452,-18.923948,-18.117483,-15.649358,-13.91869,5366.07421875,2364.067162941745,0.05040638,0.5902383,0.5399316,0.44846746,0.41128576,0.34483984,100.39188,12
-254.69225,74.59562,-51.365135,-26.752066,-14.068574,-1.4501948,-4.921839,11.129469,-9.19854,4.5342474,-12.792548,0.62493426,-2.8750122,-31.619986,-25.049248,-22.9882,-20.731619,-19.882763,-18.21833,-18.417429,-17.301085,-16.4369,-15.063865,5448.693719161184,2378.6965068072777,0.050898883,0.6278679,0.68354934,0.5968636,0.4986331,0.39263153,119.391846,12
-250.23195,72.615654,-47.78081,-27.250395,-15.284821,-0.04961528,-6.3578415,11.657463,-8.429631,3.9625497,-11.434749,-2.54314,-2.5335164,-30.740782,-23.982428,-22.389286,-22.424448,-20.041706,-16.480335,-17.345884,-17.414593,-16.617628,-16.55718,5501.280067845395,2379.6833461236333,0.05598294,0.6221707,0.48836163,0.5176301,0.48176318,0.3561964,148.78792,12
-240.31459,66.00845,-48.788525,-29.01267,-17.79949,2.455249,-4.622852,11.878073,-9.431461,4.030329,-11.176298,-1.5301043,-0.11848491,-30.07077,-21.990026,-19.462608,-20.614883,-19.806114,-17.986889,-17.668108,-16.548231,-15.409265,-16.041046,5828.924753289473,2468.9538442472035,0.056799714,0.60660726,0.47596592,0.5139381,0.50177824,0.3891886,130.2681,12
-270.78894,74.33677,-42.61583,-23.533958,-14.059252,2.9494665,-5.5487685,11.7713585,-11.08199,3.6200607,-11.375312,-0.30344695,-1.9568337,-29.072704,-22.156929,-20.8622,-21.767126,-19.960278,-17.623957,-17.7385,-17.606728,-16.325193,-15.018023,5619.259354440789,2442.3989395350654,0.05681629,0.63738847,0.6143225,0.60837346,0.48695824,0.44387773,96.013664,12
-280.94104,83.23764,-45.426388,-20.200508,-11.721586,1.4183096,-5.468933,7.850611,-10.42358,3.6539223,-7.8309536,1.4269172,-3.408817,-32.50781,-26.80388,-22.75034,-22.684036,-19.821142,-16.06042,-16.749632,-16.362318,-16.429138,-14.737374,5340.687705592105,2335.3876968146487,0.048355404,0.62084424,0.59163356,0.5390878,0.611272,0.66420746,100.65393,12
-261.97015,15.421757,-39.435417,11.456126,-32.16288,8.881043,-25.387888,13.155089,-11.313708,15.944524,-26.73733,10.265034,-3.694495,-21.576685,-24.523333,-41.15116,-39.14967,-34.78669,-26.143288,-22.529526,-18.443266,-17.26202,-17.859007,6316.708470394737,2171.2557461194533,0.19322099,0.69493085,0.5828341,0.49719816,0.34026995,0.25575447,75.908646,13
-268.09253,34.422092,-34.745285,15.173045,-29.287785,9.748018,-24.01123,12.494911,-10.679697,18.61104,-25.773283,9.388743,-4.1938715,-17.744947,-21.521257,-38.89586,-36.70239,-32.002506,-24.46334,-19.795223,-15.593442,-14.657319,-13.771374,6464.834241365132,2364.3825057705385,0.110565946,0.6801585,0.5852994,0.48608294,0.37313196,0.3192324,73.95749,13
-193.73688,17.316378,-41.65267,12.713934,-41.52833,11.610973,-20.952068,16.566961,-14.5230665,18.699562,-29.153543,10.845581,-7.079122,-16.633614,-20.209444,-38.18619,-35.307793,-29.55638,-21.569952,-17.283974,-12.492889,-11.275774,-13.705907,7118.310289884868,2424.75332790331,0.09416167,0.6348827,0.52707964,0.41003662,0.31317657,0.28381136,86.21905,13
-203.3321,14.599909,-45.049644,8.677573,-40.18054,9.258246,-20.226776,15.63873,-13.476622,17.858068,-29.23758,9.940103,-5.956282,-18.02542,-21.219904,-37.438694,-34.394764,-30.420536,-22.956446,-18.864977,-15.806278,-16.110197,-15.379713,6848.2385896381575,2336.3512815794934,0.1236934,0.7666675,0.5766284,0.4659346,0.34493417,0.2756232,92.66239,13
-238.31184,18.580395,-39.941402,17.411804,-34.683628,11.694859,-19.036201,13.476763,-11.486869,19.685793,-28.400248,10.217192,-5.259588,-19.074238,-22.577429,-38.814537,-36.294384,-31.335325,-22.292719,-17.095272,-12.73773,-13.488865,-15.953254,6741.3659025493425,2311.5973307005847,0.11699817,0.6981559,0.5286947,0.4049946,0.28835416,0.29660964,80.5129,13
-286.30093,22.675545,-30.598242,15.686519,-32.261024,7.414421,-19.539461,12.786151,-11.1919565,17.7941,-28.048843,8.187052,-4.2301373,-20.891478,-24.994423,-41.56595,-38.265533,-33.46369,-25.910984,-21.594162,-16.285166,-15.869948,-18.811892,6175.0426603618425,2165.308796639843,0.18133229,0.69007164,0.49249658,0.38258734,0.29545254,0.23615116,81.966545,13
-235.80966,24.337814,-34.927933,14.29577,-38.309635,7.837395,-19.42167,11.721921,-13.965732,19.199823,-31.142284,7.973374,-5.00881,-18.156,-21.745169,-39.257915,-36.97878,-31.436531,-25.517485,-19.742846,-13.607747,-13.6494665,-15.315622,6737.625925164473,2343.8023413755673,0.11896196,0.6400925,0.47045457,0.36491323,0.25269687,0.21281642,74.15846,13
-275.8676,19.130407,-35.867577,11.891058,-37.148724,7.859871,-19.35307,15.985994,-12.371409,18.33052,-28.999998,8.478962,-2.9279926,-21.932213,-24.737423,-41.897873,-36.11401,-30.563322,-27.091908,-23.697968,-19.20918,-17.201317,-18.220938,6337.9016755756575,2192.091320647618,0.18669038,0.6186974,0.44147468,0.35725418,0.24932355,0.22207212,64.78852,13
-272.06528,19.39416,-37.540848,12.215283,-36.050476,7.3711324,-18.387745,15.262548,-11.370466,19.758709,-28.60513,8.646744,-2.5580509,-21.271208,-23.780476,-39.53297,-35.037296,-32.310944,-26.077177,-20.649958,-16.554556,-16.40604,-16.922468,6259.815481085527,2171.8844092844042,0.18271118,0.6342903,0.45338547,0.3332007,0.24441333,0.23520108,70.76739,13
-226.03587,24.210701,-40.61619,14.324116,-39.6146,7.1911035,-20.151953,15.605582,-12.446737,19.998665,-31.03326,10.539799,-6.457412,-16.950449,-21.369698,-40.923122,-37.8,-33.689323,-22.837988,-17.714317,-12.531192,-12.3262615,-15.442667,6915.104851973684,2415.129152000139,0.08532954,0.7347285,0.56621355,0.41569668,0.29003072,0.27836177,78.45637,13
-226.50674,20.026232,-38.495033,14.628965,-41.87102,7.2136817,-19.40471,16.913538,-12.619222,19.228676,-31.298916,9.982088,-3.0424085,-18.390629,-21.445137,-37.252453,-34.427425,-30.468779,-22.8703,-18.53455,-15.24713,-14.782599,-15.00181,6763.3524362664475,2327.674778688612,0.1140378,0.64914256,0.50915724,0.37023404,0.26329392,0.2569242,77.37174,13
-224.41727,17.865545,-41.074726,12.485473,-40.54497,8.688766,-19.538916,17.50772,-12.776317,17.534794,-30.025812,10.3281355,-3.1965692,-18.148462,-21.966198,-38.199512,-35.185055,-31.653067,-22.054083,-18.453205,-14.055353,-11.938958,-14.656389,6797.3522306743425,2331.8764012468637,0.11642681,0.65293604,0.53606534,0.40923077,0.29645598,0.26264548,89.55753,13
-208.43713,20.433733,-38.960255,14.164947,-40.245853,12.086392,-18.937237,16.11655,-14.313664,20.055737,-29.883717,11.13531,-3.4116254,-16.888662,-20.709778,-37.292168,-34.611725,-29.04577,-20.727705,-15.358601,-12.03672,-11.137071,-13.156881,7070.8239103618425,2419.95638582056,0.08800711,0.62062496,0.45648387,0.36115158,0.2814023,0.25560275,80.969025,13
-306.57477,14.4427595,-34.638992,12.497193,-30.824413,7.601052,-18.998371,12.767337,-10.141997,16.678766,-24.842842,9.949453,-4.440704,-23.792154,-26.884901,-39.597008,-37.887142,-33.946777,-27.144577,-22.629301,-19.682232,-19.211353,-20.516409,5812.378186677632,1984.5682291686344,0.25679743,0.57932377,0.40356642,0.32542637,0.23046431,0.21831767,67.45107,13
-193.76343,16.138483,-42.3331,14.616279,-38.019722,8.860611,-27.104307,13.747942,-13.23874,18.296652,-28.359983,10.516747,-6.1053824,-16.907642,-21.129042,-40.20645,-37.25305,-31.859581,-22.999802,-17.868933,-11.995712,-10.563358,-14.791906,7034.104132401316,2408.427741367132,0.097575255,0.7522713,0.55924505,0.46061906,0.35291305,0.30644655,93.97037,13
-178.92165,18.902706,-46.620754,5.215624,-47.514282,7.161817,-21.915064,17.920452,-14.167977,19.538446,-31.402035,6.693979,-8.378037,-15.876777,-21.06845,-39.25842,-36.557373,-31.609018,-24.11459,-16.853512,-13.121568,-15.265747,-17.077541,7023.110865542763,2442.628500638841,0.08641847,0.59808606,0.46007988,0.37474996,0.27987143,0.2662539,106.27537,13
-210.95308,28.745274,-38.59985,13.794615,-38.46847,10.082385,-19.879309,19.864,-11.771711,19.72319,-29.262821,10.720316,-5.640514,-16.767466,-20.75544,-36.600525,-32.59946,-27.910336,-18.327875,-12.522438,-8.482843,-8.811069,-11.674353,6851.298571134868,2428.4654200545897,0.08163431,0.6919474,0.55511206,0.4687301,0.3410231,0.2905886,85.592285,13
-187.01514,19.346472,-42.59775,11.411609,-39.524803,12.727717,-21.131893,15.920805,-14.614475,20.356443,-28.905357,11.463837,-4.9895782,-16.254333,-20.530882,-37.67165,-34.241333,-28.71906,-21.379515,-16.21829,-9.1561775,-5.5557895,-9.598564,7092.470446134868,2438.4655563398474,0.09381566,0.74009734,0.56837195,0.42350388,0.30591026,0.3286705,91.664894,13
-204.48688,25.05843,-38.089146,14.06291,-38.704838,11.032833,-20.622019,13.340851,-14.376002,21.556143,-28.957972,8.291648,-4.95227,-15.981541,-20.912958,-38.508965,-32.45012,-26.982748,-20.493193,-14.964081,-10.067345,-9.277521,-12.081901,6789.078947368421,2377.678996492139,0.079835735,0.56875235,0.38959685,0.35291883,0.26528108,0.22860523,102.64527,13
-187.67247,19.753878,-42.88796,10.04401,-40.812065,12.452966,-19.62583,17.716871,-14.442298,19.608774,-28.396624,8.753534,-4.642602,-16.481321,-20.51067,-37.644302,-33.564095,-29.470585,-20.409277,-15.998791,-11.896966,-9.292463,-9.69853,7027.530838815789,2433.923489250648,0.09482691,0.7059787,0.5647457,0.43803766,0.29927576,0.2796258,93.53838,13
-257.90958,15.550902,-38.892563,13.896609,-33.669228,8.403093,-20.290493,13.159206,-13.035691,18.178787,-27.63183,8.368216,-2.852911,-21.407013,-24.424622,-39.30239,-35.338165,-27.01533,-22.432158,-20.472391,-17.704683,-17.159027,-18.68478,6235.108963815789,2130.3056733972257,0.18418641,0.6314841,0.48095164,0.33345753,0.23573233,0.19949189,91.0506,13
-216.86536,18.568216,-41.71849,13.626326,-37.660168,11.392821,-20.105083,12.200095,-13.989344,22.368706,-28.222044,8.196317,-4.091579,-17.758884,-21.76064,-37.72617,-34.88204,-31.5068,-21.280466,-14.634998,-11.837612,-12.003049,-13.690792,6770.605725740132,2320.368503527363,0.117942095,0.49784252,0.37982747,0.32032636,0.26534215,0.24292293,84.04607,13
-203.83168,25.966206,-41.365757,13.508005,-38.179634,11.115537,-22.798271,14.941712,-14.359023,21.476809,-28.994871,8.475057,-6.174193,-16.684553,-21.303507,-38.209244,-35.490635,-30.995438,-21.974745,-16.459724,-9.196034,-7.673593,-10.634786,6935.504728618421,2431.7310150975304,0.08595059,0.6284659,0.4831824,0.39558858,0.30787194,0.30673304,86.07915,13
-220.00075,20.01645,-41.60963,10.375402,-40.6465,10.535029,-21.109932,13.954461,-16.171482,18.753923,-27.399496,9.055289,-5.23037,-19.036882,-22.302492,-38.63787,-36.002193,-32.183178,-24.637486,-19.450796,-14.279085,-13.533275,-15.804436,6705.779451069079,2335.4093989928215,0.116558656,0.6599038,0.4955055,0.43700764,0.32954437,0.3045295,90.402824,13
-202.2066,24.614094,-41.179703,11.320203,-40.05131,11.513571,-19.583296,15.155196,-16.61975,20.601086,-28.054605,8.281441,-6.4961295,-15.718883,-20.370962,-37.556404,-34.762657,-30.318804,-19.85925,-12.235539,-10.743296,-11.225676,-13.763498,6900.484940378289,2415.6073987872155,0.08650885,0.56318927,0.44982243,0.41085923,0.3100242,0.3021682,89.83008,13
-212.29071,25.149282,-38.56457,15.560894,-34.81856,11.8609915,-21.440178,14.539832,-14.759536,18.234713,-26.719799,11.011985,-5.117824,-17.011156,-20.200611,-36.245502,-34.305576,-29.403414,-20.392797,-16.65582,-12.2809305,-12.38952,-14.513709,6752.019171463816,2381.397756223877,0.08835718,0.69638103,0.50105107,0.40919417,0.3283982,0.32851845,88.462036,13
-189.86295,19.616371,-44.72385,11.29339,-39.183926,12.253514,-23.823654,18.308767,-12.793118,19.232971,-26.486996,12.101408,-5.463977,-17.306414,-20.519222,-37.018333,-34.511795,-28.82789,-20.246403,-13.531473,-9.250942,-9.6032095,-13.577508,7030.250822368421,2419.7807510026605,0.09348502,0.7099062,0.5933668,0.49897954,0.36218494,0.33845937,95.25874,13
-204.62796,23.95552,-41.865204,12.401087,-39.53831,13.698493,-19.028015,17.814846,-14.377904,17.66176,-29.374765,10.891171,-5.5179667,-17.863739,-21.22963,-38.239468,-34.560734,-29.389353,-22.662167,-17.01992,-11.565484,-11.490723,-14.638379,6948.424650493421,2425.085869281153,0.08944942,0.7829398,0.6054518,0.54236495,0.42218757,0.33457637,87.82932,13
-223.35161,29.349442,-36.574436,8.179913,-42.021427,8.271089,-19.051357,15.182143,-14.231842,18.47294,-28.570839,9.871839,-4.8929043,-17.058208,-21.288088,-39.25931,-36.325844,-31.24736,-22.200674,-17.879189,-13.4412365,-13.908561,-15.143876,6715.072728207237,2414.4482169743137,0.07840213,0.7467589,0.6135763,0.47188532,0.3121292,0.2541722,85.7723,13
-210.54529,29.652735,-39.84343,11.248332,-41.652725,11.533346,-19.379673,14.820264,-15.821115,21.750946,-29.097116,8.6280155,-4.524287,-16.9352,-20.78688,-36.552006,-33.10778,-28.324705,-21.354202,-16.07363,-10.80994,-11.327902,-14.706995,6802.452199835527,2418.1301640340394,0.07967977,0.6707569,0.47927096,0.38950223,0.27954456,0.2708882,82.53887,13
-263.9866,88.808395,-46.007298,-19.551773,-12.303567,-5.5673885,-5.669644,9.662835,-3.5759315,0.17329104,-13.981057,-4.2637405,-3.4068193,-28.930746,-20.998917,-18.64926,-19.746187,-19.748919,-16.596249,-16.345232,-16.472895,-15.555553,-15.341595,5110.622430098684,2271.2495938861293,0.04992424,0.6582552,0.66205925,0.56693333,0.38451162,0.25814644,149.95079,13
-294.26825,103.06552,-44.11717,-18.767647,-11.693074,-2.7424333,-8.969212,3.9320552,-7.8083096,-1.6666015,-8.827137,-3.0686603,-1.2692853,-32.657784,-25.90844,-23.605112,-22.756271,-21.74522,-19.033062,-17.609991,-15.770305,-16.269089,-16.543346,4210.4212068256575,2105.6728788310265,0.03451573,0.7234767,0.6430958,0.6057091,0.528684,0.581474,79.01131,13
-255.40216,79.89476,-41.57278,-20.971943,-15.418529,0.0631446,-5.546792,5.659339,-7.123812,0.92050534,-9.9675255,-2.4918761,-3.4840438,-30.343891,-22.22581,-20.201933,-19.53375,-19.405396,-14.964884,-14.422733,-16.617025,-17.229671,-17.036154,5310.881219161184,2418.1485825398454,0.05588787,0.6881191,0.5879144,0.6058193,0.44985092,0.47364968,111.82836,13
-255.82933,86.099724,-40.378708,-22.311369,-13.027827,-1.8626792,-6.9205027,4.646655,-7.5393734,-1.4595486,-12.0382,-0.75160444,-4.3807254,-27.208712,-19.635635,-18.332447,-18.323427,-19.128124,-19.023886,-18.32818,-17.523731,-18.597462,-17.151772,5046.589483963816,2360.4262784481457,0.045889273,0.65107495,0.5734404,0.5750733,0.5322851,0.34392047,152.41127,13
-249.76772,89.05947,-39.73385,-20.463043,-15.87665,-1.6346948,-2.050023,4.067598,-4.4421763,-2.2682307,-10.9140005,-2.747209,-4.663889,-25.814877,-20.006882,-18.086271,-20.214642,-19.834906,-16.416872,-16.10492,-16.125256,-16.83645,-16.472462,4930.650185032895,2284.6839320906724,0.0462596,0.6409619,0.63384956,0.58498824,0.539338,0.39937696,169.43146,13
-251.5457,90.89494,-49.318684,-22.555454,-18.65771,-4.733184,-5.1689115,3.8593102,-3.5360465,-1.9279022,-9.16096,-2.6959472,-5.8263555,-31.143545,-23.159828,-20.752434,-21.539665,-19.995787,-18.402945,-17.2221,-16.700855,-17.283068,-16.835533,4729.824732730263,2202.1208668644203,0.040984366,0.6297451,0.6102624,0.4508457,0.31610867,0.27254727,148.54837,13
-253.4178,90.52613,-48.752365,-22.47498,-15.1849985,-4.4936194,-7.113705,4.614852,-4.677565,2.0922968,-8.546569,-2.7260537,-5.434998,-30.310324,-23.077543,-21.276188,-20.949883,-20.715595,-17.33787,-15.561909,-13.845304,-15.552421,-16.201178,4657.065172697368,2192.9150197490153,0.041745752,0.49546063,0.48689026,0.5038359,0.48211855,0.41745976,130.0977,13
-266.14243,83.807686,-48.527584,-27.259731,-14.704289,2.9304142,-2.6225295,4.982413,-6.6237273,1.1499938,-10.543302,-1.5515418,-2.859093,-30.706612,-23.878775,-20.615248,-20.387724,-20.17029,-19.151073,-18.648512,-18.194954,-17.976046,-16.603338,5067.556023848684,2327.958605682078,0.046637215,0.6475018,0.7184631,0.70294535,0.5625009,0.49262565,85.84324,13
-267.04297,78.81377,-46.583557,-21.807549,-15.642124,-0.401964,-0.28122222,5.393166,-2.4083064,-0.079067804,-10.052436,-3.3913715,-0.9667604,-29.222626,-21.356707,-19.04278,-19.627789,-20.122307,-18.19637,-18.270836,-17.363735,-17.329964,-16.433062,5031.289576480263,2335.703360608337,0.05156785,0.59433556,0.6326056,0.5925573,0.4829666,0.36890635,87.95131,13
-280.06833,87.96387,-45.1494,-20.523678,-13.836832,1.2123021,-3.8835597,3.5585158,-6.103236,-2.0437403,-11.140489,-1.1595337,-0.9437138,-32.71965,-23.155602,-21.202543,-20.828327,-19.842037,-17.827599,-17.861828,-17.446606,-18.09191,-16.475931,4708.518194901316,2268.326429796993,0.040717855,0.6805332,0.63571244,0.6361736,0.56367797,0.5621937,76.21745,13
-261.97894,81.34226,-51.58591,-23.383266,-14.293465,2.990182,-0.6834565,5.3792343,-4.3657856,-2.0826921,-13.145141,0.25501114,-0.76915675,-32.278404,-22.527254,-20.107868,-19.508894,-18.29802,-18.002136,-17.254015,-16.894205,-19.530567,-16.325237,4770.737818667763,2271.215462445833,0.04099525,0.665883,0.8082245,0.65532154,0.37682432,0.35459933,77.72203,13
-247.31439,79.97205,-45.173542,-23.223124,-13.721932,-2.6215081,-5.422195,6.447266,-5.0292273,-0.11687817,-11.796609,-1.9040462,-5.348716,-28.325012,-22.467087,-20.779564,-19.436544,-18.760578,-17.907125,-17.09966,-15.727368,-14.837494,-15.661189,5354.854286595395,2350.7262870922464,0.05585284,0.5751821,0.53677386,0.58880574,0.42338848,0.3254395,150.83392,13
-264.0081,82.04088,-42.63631,-20.654188,-14.3744335,2.842326,-0.94438016,3.207317,-3.838824,-1.6038817,-12.35558,-0.97339845,-1.2738907,-29.277098,-21.173283,-19.455729,-19.792683,-18.324228,-15.942745,-15.410774,-14.834309,-14.491141,-14.897695,5125.242341694079,2380.6600725528933,0.0466208,0.6968047,0.67762256,0.5776381,0.47993422,0.41519663,87.01025,13
-261.79892,84.94428,-39.877132,-14.498342,-14.636789,-5.0203342,-8.009764,3.502976,-8.3616295,-3.0271568,-11.857729,-3.311851,-4.4851894,-32.08772,-23.245996,-20.372757,-20.594103,-21.03841,-18.195242,-16.313578,-15.966902,-16.628716,-16.86918,5273.821443256579,2345.4722750894693,0.05904375,0.5447802,0.5766075,0.5989756,0.5094963,0.36866856,105.90724,13
-262.32248,75.36386,-45.450474,-19.134075,-17.684702,-4.3376265,-5.6618323,7.3131247,-5.4439087,-1.7633913,-11.586279,-1.8455178,-2.492053,-31.952072,-24.238605,-21.070833,-21.180235,-21.552101,-19.143261,-18.17931,-18.535595,-20.345154,-18.90115,5512.7266652960525,2375.7212819467213,0.06264039,0.5988591,0.62852347,0.6064617,0.42736414,0.36354876,108.86944,13
-249.03185,80.76432,-44.13832,-20.569,-13.292346,-1.0552908,-7.246991,8.894054,-8.842607,-5.0988336,-15.038903,-4.737544,-7.6582775,-32.21801,-23.454605,-21.584751,-22.09471,-21.44857,-19.069668,-18.533157,-17.654467,-17.227358,-16.300135,5331.281095805921,2394.345124436698,0.05527645,0.57612324,0.6273385,0.6436638,0.57175744,0.41423208,81.8955,13
